http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/area
Matthew Geary House,4046.86
"Memorial Hall (Rockford, Illinois)",1618.74
Micanopy Historic District,1.90202e+06
"Michigan Theatre (Jackson, Michigan)",4046.86
Mobile National Cemetery,368264.0
"Monticello Historic District (Monticello, Florida)",1.21406e+07
Moore Haven Residential Historic District,32374.9
Morris Arboretum,708200.0
Morrow Plots,3237.49
Morrow Plots,3237.49
Neal and Dixon's Warehouse,7689.03
New Milford Plant of the Hackensack Water Company,53823.2
Nitre Hall,36421.7
Northeast Bartow Residential District,64749.7
Northeast Gainesville Residential District,6.71778e+06
Ocala Historic District,696059.0
"Old Library, West Chester",50990.4
Old Newgate Prison,20234.3
Old State Capitol (Kentucky),14164.0
Old State Capitol (Kentucky),14164.0
Old West Austin Historic District,2.63046e+07
"Overbrook Farms, Philadelphia",679872.0
Park Place (Norfolk),1.40426e+06
"Parkside, Philadelphia",392545.0
Pennypacker Mills,22257.7
Pensacola Naval Air Station Historic District,3.31842e+06
Philips Memorial Building,50990.4
Pierce County Jail,72843.4
Pon Pon Chapel,16592.1
Pont Reading,4046.86
Pont Reading,4046.86
Richard Wall house,4046.86
Rincon Center,7689.03
Rincon Center,7689.03
Robinson Hotel,809.371
Robinson Hotel,809.371
Sackets Harbor Battlefield State Historic Site,1.05218e+06
"Salisbury House (Des Moines, Iowa)",38040.5
Scenic State Park,64749.7
Seminole Heights Residential District,687966.0
Shawneetown Bank State Historic Site,2832.8
Shelburne Farms,5.41874e+06
Smith-Ballou House,8093.71
Smoky Hollow Historic District,97124.6
South Bartow Residential District,445154.0
South Brooksville Avenue Historic District,161874.0
South Lake Morton Historic District,1.01171e+07
Southern Cassadaga Spiritualist Camp Historic District,971246.0
St. Croix Boom Site,105623.0
St. Croix Boom Site,105623.0
St. Lucie Village Historic District,2.1853e+06
"St. Mary's Episcopal Church, Burlington, New Jersey",25090.5
Stetson University Campus Historic District,890308.0
Sylvanus Wade House,1618.74
Tannehill Ironworks,8.34866e+06
Tudor Place,22257.7
Tuscawilla Park Historic District,80937.1
Tyler Block,8093.71
University of Florida Campus Historic District,2.63046e+06
Valentown Hall,56656.0
Von KleinSmid Mansion,5260.91
W. H. Bickel Estate,21853.0
"Warner Theatre (Torrington, Connecticut)",10117.1
Washington Coliseum,15782.7
Washington Coliseum,15782.7
ワシントン・コロシアム,15782.7
Webb Horton House,20234.3
"Weeksville, Brooklyn",8093.71
West Tampa Historic District,1.10479e+06
Weston Manor,12140.6
White Springs Historic District,4.85623e+06
William Lloyd Garrison House,2994.67
William Lloyd Garrison House,2994.67
William Miles Tiernan House,3642.17
Windsor Avenue Congregational Church,2428.11
Zephyrhills Downtown Historic District,3.39936e+06
Casa Joseph Priestley,4046.86
Joseph Priestley House,4046.86
Joseph Priestley House,4046.86
Дом Джозефа Пристли,4046.86
Orange Mill Historic District,809371.0
Thomas Cole House,14164.0
Alabama Governor's Mansion,8093.71
Mansão do governador do Alabama,8093.71
Albert Carlton Estate,125453.0
"Ampthill (Cumberland County, Virginia)",3.64217e+06
Asher Morton Farmstead,24281.1
Auldbrass Plantation,1.31928e+06
Badollet House,4046.86
"Barre Circle, Baltimore",64749.7
Barry Historic District,416826.0
Belhurst Castle,95101.1
Belle Air Plantation,546326.0
Benewah Milk Bottle,404.686
Benjaminville Friends Meeting House and Burial Ground,10117.1
Blackburn's Station,20234.3
Bloomington Central Business District,137593.0
"Bryan Park (Richmond, Virginia)",1.06028e+06
Buffalo Grove Lime Kiln,12140.6
C. H. Judd House,809.371
Capt. Francis A. Hendry House,52609.1
Carrie Furnace,0.0
Carrollton Courthouse Square Historic District,16187.4
Cedar Crest Addition Historic District,48562.3
Charles O. Boynton House,400639.0
Citizens and Southern National Bank of South Carolina,1214.06
"City and Town Hall (Rochelle, Illinois)",4046.86
Clinton Arena,5058.57
Cockroach Key,3237.49
Col. Thomas C. Love House,2428.11
"Country Club Historic District (Edina, Minnesota)",1.21406e+06
"Crenshaw House (Gallatin County, Illinois)",8093.71
Cumberland County Courthouse (Illinois),4046.86
Daniel Waring House,6070.28
"Dearfield, Colorado",647497.0
District School No. 9,2023.43
Dobbin House Tavern,1214.06
Downtown Paterson,165921.0
"East Grove Street District (Bloomington, Illinois)",39254.5
Ebenezer Methodist Episcopal Chapel and Cemetery,20234.3
Edgar County Courthouse,8093.71
Effingham County Courthouse (Illinois),3237.49
El Centro Español de Tampa,4046.86
Elijah Herndon House,6070.28
Ellicott's Rock,2023.43
Ellwood House,33184.2
Embarras River Bridge,4046.86
"First National Bank Building (Ann Arbor, Michigan)",809.371
Flagg Township Public Library,4046.86
Florida Governor's Mansion,1393.55
Floyd and Glenora Dycus House,1618.74
"Forest Hill, Ohio",101171.0
Forest Retreat,89030.8
Fort Neoheroka,149734.0
Fort Ward (Virginia),141640.0
"Garden Court, Philadelphia",141640.0
George H. Cox House,4046.86
Georgia Institute of Technology Historic District,36421.7
Glenn Dale Hospital,834098.0
Golconda Historic District,1.11693e+06
Green Spring Gardens Park,38445.1
Green Spring Gardens Park,38445.1
Greene County Almshouse,20234.3
Greenup Commercial Historic District,24685.8
Griggsville Historic District,404686.0
Griggsville Landing Lime Kiln,809.371
H. Alexander Walker Residence,24281.1
Harlem River Houses,36421.7
Harlem River Houses,36421.7
Harrisburg State Hospital,740575.0
Haughton-McIver House,28328.0
Henry D. Barber House,2832.8
Henry T. Rainey Farm,1.71991e+06
High Gate,18210.9
"Highland School (Boulder, Colorado)",3237.49
Highlands County Courthouse,12140.6
Holyhood Cemetery,141640.0
Illinois Central Railroad Water Tower and Pump House,8093.71
Illinois National Guard Armory (Rockford),6070.28
Indiana Avenue,12140.6
Isaac Bell House,4046.86
Jacob Shafer House,31970.2
John A. Wilson Building,4451.54
John A. Wilson Building,4451.54
John A. Wilson Building,4451.54
約翰·威爾遜大樓,4451.54
John Deere House and Shop,16187.4
John W. Cook Hall,4046.86
Kitchell Park,161874.0
Kyoto Gardens of Honolulu Memorial Park,8903.08
Lake Zumbro Hydroelectric Generating Plant,8093.71
Lewis Round Barn,4046.86
Little Brick House,2023.43
Long Island City Courthouse,8093.71
Long Wharf (Boston),12140.6
Marquette Building (Chicago),3237.49
McDonough County Courthouse,10521.8
McLean County Courthouse and Square,2832.8
Meadow Marsh,48562.3
Michigan Governor's Mansion,6474.97
Middletown Alms House,5260.91
Miller–Davis Law Buildings,1618.74
Millstone Bluff,1.69159e+06
Minneapolis Armory,10117.1
Minneapolis Armory,10117.1
Minneapolis Armory,10117.1
明尼亞波利斯訓練館,10117.1
Morgan-Wells House,2428.11
Mound City Civil War Naval Hospital,2832.8
Mount Royal (Florida),4046.86
"Murray Theater (Murray, Utah)",1254.53
National Brewing Company,34398.3
National Brewing Company,34398.3
National Park Seminary,93077.7
Nehemiah Hubbard House,42087.3
New Philadelphia Town Site,169968.0
Old Middletown Post Office,404.686
Old Mobile Site,473482.0
Fort Louis de la Mobile,473482.0
"Old People's Home (Tampa, Florida)",16187.4
Old Petaluma Opera House,404.686
Old Pinecrest Hotel,8093.71
Oregon Commercial Historic District,0.0
Orson Rogers House,5665.6
"Parkfairfax, Virginia",534185.0
Paxton First Schoolhouse,4046.86
Peachcroft,396592.0
Peoria State Hospital,872098.0
Pettit Memorial Chapel,4046.86
Pettit Memorial Chapel,4046.86
Pettit Memorial Chapel,4046.86
Pickle Barrel House,12140.6
Pittsfield East School,40063.9
"Plummer House (Rochester, Minnesota)",8093.71
Polyclinic Medical Center,22257.7
Pony Express Stables,40063.9
Pusley's Station,20234.3
Rabideau CCC Camp,76080.9
Redcliffe Plantation State Historic Site,1.4164e+06
"Ridgely's Delight, Baltimore",97124.6
Robert W. Gardner House,1214.06
Rockwell Mound,12140.6
Rufus P. Jordan House,4451.54
Russell Company Upper Mill,4046.86
Saint Luke's Home for Destitute and Aged Women,1214.06
Salisbury Manor,190202.0
Samuel M. Hitt House,404.686
Samuel Wadsworth Russell House,8093.71
塞缪尔·罗素宅第,8093.71
Sanseer Mill,16187.4
Shrine of the Holy Relics,93077.7
South Charter Street Historic District,54632.6
"Stevenson House (Bloomington, Illinois)",2428.11
Stumphouse Mountain Tunnel,169968.0
Teapot Dome Service Station,8093.71
Station-service Teapot Dome,8093.71
Thomas Leiper Estate,24281.1
Thomas Massey House,4046.86
Thornton Ward Estate,42896.7
Trahern's Station,4046.86
Traverse City State Hospital,546326.0
Tripoli Shrine Temple (Milwaukee),14164.0
Tripoli Shrine Temple,14164.0
Twin Maples,6879.66
Ulysses G. Orendorff House,40063.9
Upton Sinclair House,3237.49
Virginia School for the Deaf and the Blind,404686.0
Waddell's Station,4046.86
Watertown Stadium,14973.4
Wells Japanese Garden,2023.43
"White Building (Bloomington, Illinois)",4046.86
"Wholesale District, Indianapolis",121406.0
William H. Holcomb House,4046.86
William Jennings Bryan Boyhood Home,1618.74
William Moats Farm,20639.0
Wood County Courthouse (West Virginia),5260.91
"Woodland Terrace, Philadelphia",21853.0
Zirkle Mill,8903.08
Alamance Battleground,161874.0
Anderson Center for the Arts,4046.86
Auglaize County Courthouse,6070.28
Centro ceremonial indígena de Caguana,28328.0
Caguana (sito archeologico),28328.0
Caguana Ceremonial Ball Courts Site,28328.0
Calderwood Dam,121406.0
Camp Massanetta,283280.0
"Castle Museum (Saginaw, Michigan)",5665.6
Charleston Arsenal,4451.54
Chateau de Mores,519212.0
Connecticut Audubon Society Birdcraft Museum and Sanctuary,26304.6
Dallas County Courthouse (Texas),8093.71
Desert Laboratory,3.4803e+06
Dunleith,161874.0
Dunleith,161874.0
"Emmanuel Episcopal Church (Port Conway, Virginia)",4046.86
Fort King George,48562.3
Furness Library,10776.8
Gideon H. Pond House,202343.0
Grenville M. Dodge House,7284.34
"Hancock House (Lower Alloways Creek Township, New Jersey)",10117.1
Harlem YMCA,40063.9
Hill-Stead Museum,607028.0
Hill-Stead Museum,607028.0
Hill-Stead Museum,607028.0
Illinois State Police Office (Pontiac),10360.0
Ivoryton Playhouse,2428.11
James K. Polk Ancestral Home,7689.03
Jenkins' Ferry State Park,106635.0
Jesse H. Settlemier House,4046.86
John Sedgley Homestead,12140.6
Justin Smith Morrill Homestead,12140.6
Lewis Army Museum,2428.11
Locust Grove (Samuel F. B. Morse House),728434.0
Mai-Kai Restaurant,5260.91
Modjeska House,56656.0
Montgomery Place,1.75634e+06
Montgomery Place,1.75634e+06
Petrified Sea Gardens,101171.0
Point Reyes Lifeboat Station,52609.1
Point Reyes Lifeboat Station,52609.1
Pollock-Krasner House di Long Island,6474.97
Pollock-Krasner House and Study Center,6474.97
Rancho Los Alamitos,29946.7
Rancho Los Alamitos,29946.7
"Round Church (Richmond, Vermont)",4046.86
Круглая церковь (Ричмонд),4046.86
Shirley-Eustis House,1011.71
Shushan Bridge,4046.86
"Springside (Poughkeepsie, New York)",107242.0
Steepletop,2.02343e+06
Stenton (mansion),12140.6
Stony Kill Farm,3.05942e+06
Stover Mill,1214.06
Sumpter Valley Gold Dredge,20234.3
West Baden Springs Hotel,404686.0
Уэст-Баден-Спрингс (отель),404686.0
Wylie House,404.686
Yuma Crossing,602982.0
Bloomer-Dailey House and Balmville Tree,8093.71
Balmville Tree,8093.71
Brelsford House,8093.71
Casa Rio,9307.77
"Central Avenue School (Lakeland, Florida)",80937.1
Cochran Farm,32374.9
Dunham Tavern,4046.86
Fulton Mansion Historical Site,4046.86
General Dean Suspension Bridge,1214.06
Hales Bar Dam,8093.71
Hillsboro State Bank Building,809.371
Ladies Delight Light,404.686
"Little Norway, Wisconsin",214483.0
Lowell Cemetery,295421.0
Manitou Camp,11735.9
Minnesota State Public School for Dependent and Neglected Children,40063.9
Nicholas Jarrot Mansion,4046.86
Nisbet Homestead Farm,20234.3
Parson Capen House,4451.54
Red River Meeting House,14164.0
Socastee Historic District,16187.4
"Spanish Fort, Texas",404686.0
St. Margaret's Episcopal Church and Cemetery,4451.54
The Breakers (hotel),424920.0
"Union School (Fort Washington, Pennsylvania)",3237.49
White Place Historic District (Illinois),157018.0
William Brinton 1704 House,12140.6
Woodstock Square Historic District,52609.1
Belle Mont,22257.7
"Calderwood, Tennessee",789137.0
Chappell Hill Methodist Episcopal Church,4046.86
Clover Hill Mill,6070.28
第一基督教会,12140.6
First Church of Christ and the Ancient Burying Ground,12140.6
Jabez Smith House,9712.46
New London Customhouse,8093.71
"Old First Church (Huntington, New York)",4046.86
Old Thames Shipyard,29137.4
"Reformed Presbyterian Church Parsonage (Duanesburg, New York)",24685.8
"St. Paul's Lutheran Church, Parsonage and Cemetery",14568.7
The Reformed Church,0.0
"Thompson House (Setauket, New York)",4451.54
Albert Spencer Wilcox Building,2023.43
Aldrich Free Public Library,1214.06
Ardoyne Plantation House,33993.6
"Asbury United Methodist Church (Knoxville, Tennessee)",8093.71
Back Creek Presbyterian Church and Cemetery,23471.8
Barclay Farm House,4046.86
Bear's Mill,24281.1
Bellamy-Ferriday House and Garden,420873.0
Blackledge-Kearney,1.71465e+06
"Blauvelt House (New City, New York)",6070.28
Butler-McCook Homestead,8093.71
Butler Greenwood Plantation,178062.0
Caln Meeting House,16187.4
Chateau Bleu Motel,809.371
"Christ Church (Episcopal), Shrewsbury",8093.71
Iglesia de San Ignacio de Loyola (Nueva York),14164.0
圣伊纳爵堂 (纽约市),14164.0
Church of St. Ignatius Loyola (New York City),14164.0
"Church of the New Jerusalem (Fryeburg, Maine)",2023.43
Clinton County Courthouse (Ohio),97124.6
Comins Hall,5665.6
"Congregation Beth Israel (Meridian, Mississippi)",11735.9
Congregational Church Of Austinburg,5665.6
Дом Конвея,8093.71
"Conway House (Camden, Maine)",8093.71
Cooper Memorial Church,0.0
Cornstalk Heights,268833.0
Czech Hall,8093.71
Czech Hall,8093.71
David Conklin House,3237.49
"Dodge Mansion (Lansing, Michigan)",36421.7
Donegal Presbyterian Church Complex,30351.4
Donoho Hotel,16187.4
Duke Memorial United Methodist Church,12140.6
"Ebenezer Methodist Church (Bells, North Carolina)",4046.86
Edisto Island Presbyterian Church,8093.71
Elijah Kellogg Church,2023.43
Elks National Home,404686.0
"First Baptist Church (Chattanooga, Tennessee)",2832.8
Fisk Chapel,4046.86
Flatbush Reformed Dutch Church Complex,8093.71
Flatlands Dutch Reformed Church,10117.1
"Fourth and Gill, Knoxville, Tennessee",291374.0
Francestown Meetinghouse,2023.43
Fyler-Hotchkiss Estate,6474.97
General Cigar Company,4046.86
George C. Boldt Yacht House,4046.86
German Evangelical Zion Lutheran Church,2023.43
Glebe Church,40468.6
Godfrey M. Bockius House,4046.86
Goffstown Public Library,1214.06
Gorgas-Manly Historic District,48562.3
Gorgas–Manly Historic District,48562.3
"Grace Church, Mt. Airy",8093.71
"Grove Farm (Lihue, Hawaii)",330992.0
Gunter Hotel,4856.23
Hallock Homestead,10521.8
Hammond Street Congregational Church,1214.06
Hawfields Presbyterian Church,36421.7
Head of Christiana Presbyterian Church,25090.5
Helena Civic Center,3642.17
Herman and Anna Hanka Farm,161874.0
Herndon Depot Museum,12140.6
Hill's Tavern,4046.86
"Holy Resurrection Orthodox Church (Berlin, New Hampshire)",4046.86
Jeremiah Reeves House and Carriage House,7689.03
Jersey Baptist Church Cemetery,14164.0
Jersey Settlement Meeting House,26304.6
John Holmes House,10117.1
Langston Golf Course,586794.0
Lincoln-Tallman House,6474.97
Lower Long Cane Associate Reformed Presbyterian Church,19829.6
Main Sawmill,46943.5
Masur Museum of Art,809.371
McAlester Scottish Rite Temple,4046.86
McCrady's Tavern and Long Room,1011.71
Meadow Farm,708200.0
Media Armory,1618.74
Metropolitan African Methodist Episcopal Church,1214.06
Michigan Bell and Western Electric Warehouse,13759.3
Miller-Cory House,3237.49
Montauk Manor,48562.3
Mount Airy Forest,5.95293e+06
Mount Carmel Congregational Church and Parish House,8093.71
"Mount Zion United Methodist Church (Washington, D.C.)",404.686
Multnomah County Poor Farm,43301.4
Nathaniel Backus House,8093.71
New Hope Mills Complex,20234.3
New North Reformed Low Dutch Church,26304.6
North Pemberton Railroad Station,6070.28
North Union Shaker Site,590841.0
Northside Presbyterian Church,8903.08
"Old North Knoxville, Knoxville, Tennessee",1.31118e+06
Osbornedale,32374.9
Padgett's Creek Baptist Church,56656.0
"Parkridge, Knoxville, Tennessee",772950.0
Parkside Whispering Pines,1214.06
Parsonage of the Montville Reformed Dutch Church,17806.2
Pequotsepos Manor,37635.8
Philip Foster Farm,8093.71
Phyllis Wheatley YWCA,16187.4
Pleasant Mount Cumberland Presbyterian Church,16187.4
Quincy Mine No. 2 Shaft Hoist House,36421.7
Ramah Presbyterian Church and Cemetery,20234.3
Rensselaer County Historical Society,388498.0
Riverbank Laboratories,14164.0
Sagtikos Manor,40468.6
Saint Mark's and Saint John's Episcopal Church,2023.43
Saint Peter the Apostle Church,3642.17
Saints Peter and Paul Basilica,8498.4
Setauket Presbyterian Church and Burial Ground,24281.1
Seth Seelye House,4046.86
Sharlot Hall Museum,6070.28
Sherwood-Jayne House,8376.99
Shoal Creek Church,12140.6
St. Anthony of Padua Roman Catholic Church,1214.06
"St. Boniface's Catholic Church (Louisville, Kentucky)",7689.03
St. Joseph's on the Brandywine,8093.71
"St. Joseph Catholic Church (Camp Springs, Kentucky)",18210.9
St. Lawrence Arts Center,2023.43
St. Mary's Abbey Church,4046.86
"St Mary's Church (Newport, Rhode Island)",3237.49
"St. Mary's Church (Newport, Rhode Island)",3237.49
Mission jésuite Sainte-Marie de Bitter Root,8093.71
St. Mary's Mission (Montana),8093.71
St. Matthew's Episcopal Church and Churchyard,20234.3
St. Nicholas of Tolentine Church,4046.86
"State Theater (Ithaca, New York)",0.0
Sturdivant Hall,4046.86
Sturdivant Hall,4046.86
The Kamman Building,728.434
Third Creek Presbyterian Church and Cemetery,73652.8
"Thyatira Presbyterian Church, Cemetery, and Manse",72843.4
"Trinity Cathedral (Cleveland, Ohio)",4046.86
Tuscarawas County Courthouse,6070.28
United Baptist Church of Lakeport,2023.43
"United Methodist Church (Waterloo, New York)",4046.86
Upper Meeting House of the Baptist Church of Middletown,19424.9
Vander Ende-Onderdonk House,8093.71
"Village Inn (Englishtown, New Jersey)",0.0
Virginia House,35612.3
Virginia House,35612.3
Von Trotha-Firestien Farm,198296.0
Waioli Mission District,68796.6
Waldensian Presbyterian Church,9307.77
"Weston Observatory (Manchester, New Hampshire)",2832.8
White Clay Creek Presbyterian Church,4046.86
Willard Library,18210.9
Winter Quarters State Historic Site,28328.0
Woodbine Brotherhood Synagogue,4046.86
Abingdon Church,40468.6
"All Souls Church (Scott, Arkansas)",8093.71
Antiguo Casino de Puerto Rico,3237.49
Bahr Mill Complex,12140.6
Birch Lodge,80937.1
Bordeaux Trading Post,6070.28
Bozeman National Fish Hatchery,2023.43
Brown Pusey House Community Center,40063.9
"Church of the Sacred Heart Parish (Petersburg, Virginia)",49464.7
Cockayne Farm Preservation Project,2428.11
Eklund Hotel,809.371
Fifth Maine Regiment Community Center,4046.86
First Bank of Joseph,404.686
First Baptist Church of Ventura,1214.06
Former North Dakota Executive Mansion,2023.43
Fort Sisseton,141640.0
Frank LaVerne Buck House,404.686
Frank Melville Memorial Park,97124.6
Gardner Mill,6070.28
"Grace Memorial Episcopal Church (Hammond, Louisiana)",0.0
Greensboro Historical Museum,6879.66
Holiday Lake 4-H Educational Center,45203.4
Honolulu Museum of Art School,8093.71
Jervis Gordon Grist Mill Historic District,24281.1
John Brown Tannery Site,2023.43
Kemp's Hotel,4046.86
Kings Highway Christian Church,5260.91
Kittiewan,343983.0
L. C. Bates Museum,4046.86
MacCallum More and Hudgins House Historic District,24281.1
"Martin Hotel (Winnemucca, Nevada)",809.371
Menominee County Courthouse,8093.71
Mount Hood Hotel Annex,1011.71
New Market United Methodist Church,8093.71
Newbold-White House,32374.9
Ogunquit Playhouse,16592.1
Old Statehouse (Delaware),404.686
"Old State House (Dover, Delaware)",404.686
Oliver H. Hovda House,2023.43
Opequon Presbyterian Church,21448.3
Pepin County Courthouse and Jail,5260.91
Peter Wentz Homestead,40063.9
Quiet Valley Farm,291374.0
Rivers Bridge State Historic Site,1.57827e+06
Sam Jones Memorial United Methodist Church,6070.28
Samuel S. Fleisher Art Memorial,1214.06
Senator Hotel,3520.77
"St. Gregory's Church (St. Nazianz, Wisconsin)",8498.4
"St. Mary Magdalen Church, Rectory, and Cemetery",12140.6
Tooele Carnegie Library,1214.06
Unitarian Universalist Church of Buffalo,2144.83
"United Congregational Church (Bridgeport, Connecticut)",8093.71
Ware Parish Church,40468.6
Woodlawn Museum,720340.0
Worthington Hall,3237.49
Comdr. Thomas MacDonough House,5665.6
Harmony Hill United Methodist Church,18615.5
Robert and Julia Darling House,2023.43
Abraham Wagener House,635356.0
Puente Español de Agaña,3237.49
Agana Spanish Bridge,3237.49
Albert Fisher Mansion and Carriage House,4046.86
"All Saints School, Sioux Falls",16187.4
Alpheus Truett House,21043.7
Annala Round Barn,809.371
"Arnheim (Radford, Virginia)",4451.54
Billingsville School,12140.6
Boger-Hartsell Farm,34398.3
"Brier Hill (Brier Hill, Pennsylvania)",182109.0
Brush Hill,4046.86
Charles Wagener House,17806.2
Chinese Cemetery (Idaho),5.02215e+07
"Clara Barton School (Philadelphia, Pennsylvania)",8093.71
"Columbus City Hall (Columbus, Wisconsin)",404.686
Cottrill Opera House,1214.06
Daniel Isenhour House and Farm,295421.0
Daniel Steckel House,1214.06
Dowe Historic District,4046.86
"East Hill Historic District (Springville, New York)",215536.0
Eastern Cemetery,21448.3
Ellingson Farm District,36421.7
F. Amadee Bregy School,8093.71
Haw Branch,396592.0
Henry E. Dosch House,2832.8
J. J. Carlock House,10117.1
John Bexell House,404.686
John Neely House,4451.54
Johnson Camden McKinley House,18210.9
Johnson Covered Bridge No. 28,404.686
Kingston House,5665.6
"Laurel Meadow (Mechanicsville, Virginia)",40468.6
"Laurel Meadow (Richmond, Virginia)",4046.86
Lord House,4046.86
Luke Brown House,8093.71
Metcalf-Franklin Farm,256571.0
"Morrill Hall (University of Nevada, Reno)",809.371
New Prospect Church,4046.86
"North School (Portland, Maine)",1214.06
"Orenda/SP-26 Historic District, Chopawamsic RDA Camp 3",724387.0
"Patterson Park (neighborhood), Baltimore",1.19382e+06
Poplar Springs (Virginia),368264.0
Robert Russa Moton Boyhood Home,995527.0
"Smithfield Presbyterian Church (Amenia, New York)",10117.1
"Stonefield (Charlottesville, Virginia)",8903.08
"Stonehaven (Media, Pennsylvania)",5665.6
"Sutherland House (Petersburg, Virginia)",4046.86
Tillery-Fries House,94291.8
"Tower House (Alexandria, Virginia)",4856.23
Troxell-Steckel House,4856.23
Untermyer Park,64749.7
Vrooman Avenue School,8093.71
William Tully House,4046.86
Windswept Farm,322130.0
Fort Boise,704153.0
Fort Boise,704153.0
Golda Meir School,4451.54
Golda Meir School,4451.54
Hillside Elementary School,809.371
Irwin Consolidated School,4046.86
Bethany Memorial Chapel,11735.9
Morewood School,1618.74
Gus J. Solomon United States Courthouse,10869.7
Jose V. Toledo Federal Building and United States Courthouse,4046.86
Joseph Wesely House and Barn,15499.5
Le Roy House and Union Free School,12140.6
Naval Reserve Armory,5746.54
North Bloomfield School,809.371
Panteón nacional Román Baldorioty de Castro,14973.4
Panteón Nacional Román Baldorioty de Castro,14973.4
"Administration Building, Decatur Baptist College",1618.74
Aiken Colored Cemetery,38445.1
Cool Springs Farm,44515.4
Denver Downs Farmstead,80937.1
Georgia Avenue-Butler Avenue Historic District,121406.0
"Goodwill Historic District, Chopawamsic RDA Camp 1",52609.1
Harlinsdale Farm,801278.0
Henry Klumb House,26304.6
Joye Cottage,20234.3
Lake Haiyaha Trail,147306.0
Lost Lake Trail,44110.7
"Mawavi Historic District, Chopawamsic RDA Camp 2",534185.0
Mood's Covered Bridge,404.686
Needwood Baptist Church and School,4046.86
North Inlet Trail,140426.0
Parks Place,18210.9
"Silver Bluff (Jackson, South Carolina)",708200.0
William Ogilvie House,297444.0
American Fork Historic District,202343.0
Avondale Park Historic District,809371.0
Baynard Boulevard Historic District,97124.6
Beverly Toon House,7284.34
Brentwood Historic District,169563.0
Bush–Breyman Block,809.371
Charnwood Residential Historic District,240788.0
Christopher McEwen House,60702.8
Claiborne Kinnard House,5665.6
Colored Cemetery,71224.7
Cuero Commercial Historic District,84984.0
Custer Military Trail Historic Archaeological District,7.34464e+07
Daniel Saunders School,2670.93
David McEwen House,4046.86
Davidson–Childs House,4046.86
District No. 70-Hoff Rural School,1618.74
Downtown Bismarck Historic District,161874.0
Dr. James White House,1214.06
Dresden Island Lock and Dam,94696.4
Edward J. DeHart House,14164.0
Ernest S. and Clara C. Colby House,738.579
Fern School,4046.86
Flintridge Building,80937.1
"Forts Baker, Barry, and Cronkhite",101171.0
Harrington Elementary School,6474.97
Homestead Manor,20234.3
Howland Chapel School,6474.97
Jacob C. Spores House,20234.3
James Giddens House,18615.5
Jefferson Avenue School,2832.8
John C. Duckwall House,1659.21
John Seward House,13759.3
Joseph Scales House,372311.0
Lincoln Place Apartment Homes,153781.0
Lulu McCormick Junior High School,9712.46
Mayville Historic District,203557.0
Mt. Olive Rosenwald School,12949.9
Myers School,10117.1
Myers School Timbered Lodge (32BI401),4046.86
Nathaniel Smithson House,12949.9
Nevada City Downtown Historic District,64749.7
North Side Fargo Builder's Residential Historic District,102790.0
North Side Fargo High Style Residential Historic District,47348.2
Park Addition School,6474.97
Research Plot 30,4046.86
Samuel F. Glass House,7284.34
Shadow Mountain Trail,32374.9
Sprunk Site (32CS04478),4046.86
Terrell-Reuss Streets Historic District,263046.0
Thompson Store,4046.86
Trabing Station-Crazy Woman Crossing,2.73567e+06
Triune Fortification,2.03152e+06
Waucoma Hotel,4046.86
William D. Bishop Cottage Development Historic District,12545.3
Aaron Hilton Site,404.686
"Bleak Hill (Callaway, Virginia)",82960.6
Chadron Commercial Historic District,52204.4
Clayton Public Schools Historic District,28328.0
College Creek Ranger Station,4856.23
Crowley School,14973.4
Curtis-Champa Streets Historic District,352077.0
Dr. Richard Thornton House,121406.0
Echo Church and School,6070.28
Flora School,13759.3
Friendfield Plantation,1.33749e+07
George Washington Faulkner House,110074.0
Glendale School,4046.86
Goodson Memorial School,8093.71
Henry T. Oxnard Historic District,283280.0
Holley Graded School,8093.71
Huerfano County High School,6070.28
Joel McCrea Ranch,890308.0
John D. Bassett High School,16187.4
Kirkland Lookout Ground House (Guard Station),2023.43
Lake Mansion,4046.86
Lander County High School,15782.7
Louisa High School,8093.71
Mary Lee Nichols School,1214.06
McKinley Park School,10926.5
Merlyn G. Cook School,2023.43
Midway Mill,36421.7
Millboro School,27113.9
Mount Rose Elementary School,13354.6
Mt. Sidney School,4046.86
"Oregon Trail, Wells Springs Segment",1.57706e+06
Ottawa High School and Junior High School,23067.1
Patrick Robert Sydnor Log Cabin,0.0
"Riverview (Williamsburg, Virginia)",20234.3
Running Water Stage Station Site,10117.1
Sheep Ranch Fortified House,24281.1
Silas A. Rice Log House,1214.06
Simmons Ranch,40468.6
"Sumpter Valley Railway, Middle Fork (John Day River) Spur",794398.0
Texas Trail Stone Corral,8093.71
The Dalles Commercial Historic District,139455.0
"The Hollow (Markham, Virginia)",1.30438e+06
"United States Post Office (The Dalles, Oregon, 1916)",1335.46
Avery–Helm Historic District,137593.0
Big Crab Orchard Site,465388.0
Bladensfield,40468.6
Bronaugh Apartments,930.777
Charles and Ibby Whiteside House,4046.86
Chesterville Plantation Site,121406.0
Conjurer's Neck Archeological District,33588.9
Dry Bridge School,5665.6
Enos House,40468.6
Hunter's Ironworks,141640.0
"Indian Banks (Simonson, Virginia)",101171.0
John M. and Elizabeth Bates House No. 1,485.623
Karel Jonas House,1011.71
Kilauea School,26304.6
Lafayette Grammar and High School,4856.23
