http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/areaLand
"Gallant, Alabama",3.72466e+07
Gasquet (California),1.2318e+07
"Gasquet, California",1.2318e+07
Gasquet (California),1.2319e+07
"Gasquet, California",1.2319e+07
Greenbriar (Florida),1.5e+06
Greenbriar,1.5e+06
"Greenbriar, Florida",1.5e+06
"Municipio de Howard (condado de Bates, Misuri)",9.557e+07
"Howard Township, Bates County, Missouri",9.557e+07
"Municipio de Howard (condado de Bates, Misuri)",9.55706e+07
"Howard Township, Bates County, Missouri",9.55706e+07
"Municipio de Howard (condado de Elk, Kansas)",1.66329e+08
"Howard Township, Elk County, Kansas",1.66329e+08
"Municipio de Howard (condado de Elk, Kansas)",1.6634e+08
"Howard Township, Elk County, Kansas",1.6634e+08
"Municipio de Howard (condado de Howard, Indiana)",7.67931e+07
"Howard Township, Howard County, Indiana",7.67931e+07
"Municipio de Howard (condado de Knox, Ohio)",5.85337e+07
"Howard Township, Knox County, Ohio",5.85337e+07
"Municipio de Howard (condado de Knox, Ohio)",5.86e+07
"Howard Township, Knox County, Ohio",5.86e+07
"Municipio de Howard (condado de Parke, Indiana)",6.15122e+07
"Howard Township, Parke County, Indiana",6.15122e+07
"Municipio de Howard (condado de Story, Iowa)",9.37576e+07
"Howard Township, Story County, Iowa",9.37576e+07
"Municipio de Howard (condado de Washington, Indiana)",9.27734e+07
"Howard Township, Washington County, Indiana",9.27734e+07
"Municipio de Island Creek (condado de Jefferson, Ohio)",1.06708e+08
"Island Creek Township, Jefferson County, Ohio",1.06708e+08
"Municipio de Island Creek (condado de Jefferson, Ohio)",1.068e+08
"Island Creek Township, Jefferson County, Ohio",1.068e+08
"Jena, Florida",6.91993e+07
لابل,9e+06
LaBelle (Florida),9e+06
LaBelle (Florida),9e+06
LaBelle (Floride),9e+06
La Belle (Florida),9e+06
Labelle (Florida),9e+06
LaBelle,9e+06
LaBelle (Flórida),9e+06
贝儿 (佛罗里达州),9e+06
"LaBelle, Florida",9e+06
لابل,9.06496e+06
LaBelle (Florida),9.06496e+06
LaBelle (Florida),9.06496e+06
LaBelle (Floride),9.06496e+06
La Belle (Florida),9.06496e+06
Labelle (Florida),9.06496e+06
LaBelle,9.06496e+06
LaBelle (Flórida),9.06496e+06
贝儿 (佛罗里达州),9.06496e+06
"LaBelle, Florida",9.06496e+06
لا مارتري (كيبك),1.7324e+08
La Martre (Québec),1.7324e+08
"La Martre, Quebec",1.7324e+08
لاك سانت جوزيف (كيبك),3.366e+07
Lac-Saint-Joseph,3.366e+07
Lac-Saint-Joseph,3.366e+07
"Lac-Saint-Joseph, Quebec",3.366e+07
Lake Victoria,2.1e+06
"Lake Victoria, Michigan",2.1e+06
Las Lajas (Chiriquí),5.42e+07
Las Lajas (Panama),5.42e+07
拉斯拉哈斯,5.42e+07
"Las Lajas, Chiriquí",5.42e+07
Las Lajas (Panamá Oeste),1.33e+07
Las Lajas (Panama),1.33e+07
"Las Lajas, Panamá Oeste",1.33e+07
Laurier (Washington),160000.0
"Laurier, Washington",160000.0
"Municipio de Lillian (condado de Custer, Nebraska)",2.0092e+08
"Lillian Township, Custer County, Nebraska",2.0092e+08
"Municipio de Lillian (condado de Custer, Nebraska)",2.00931e+08
"Lillian Township, Custer County, Nebraska",2.00931e+08
"Loring, Alaska",1.4e+06
Marble (Carolina del Norte),2.8e+06
Marble (Caroline du Nord),2.8e+06
"Marble, North Carolina",2.8e+06
بلدة ميد (مقاطعة هورون),9.24e+07
"Municipio de Meade (condado de Huron, Míchigan)",9.24e+07
"Meade Township, Huron County, Michigan",9.24e+07
بلدة ميد (مقاطعة هورون),9.24626e+07
"Municipio de Meade (condado de Huron, Míchigan)",9.24626e+07
"Meade Township, Huron County, Michigan",9.24626e+07
"Nantucket (condado de Nantucket, Massachusetts)",6.4e+06
"Nantucket (CDP), Massachusetts",6.4e+06
"Nantucket (condado de Nantucket, Massachusetts)",6.47497e+06
"Nantucket (CDP), Massachusetts",6.47497e+06
"Municipio de Nettle Creek (condado de Grundy, Illinois)",9.2618e+07
"Nettle Creek Township, Grundy County, Illinois",9.2618e+07
"Municipio de New Market (condado de Highland, Ohio)",6.91527e+07
"New Market Township, Highland County, Ohio",6.91527e+07
"Municipio de New Market (condado de Highland, Ohio)",6.93e+07
"New Market Township, Highland County, Ohio",6.93e+07
"Municipio de Oneida (condado de Delaware, Iowa)",9.487e+07
Gmina Oneida (hrabstwo Delaware),9.487e+07
"Oneida Township, Delaware County, Iowa",9.487e+07
"Municipio de Oneida (condado de Delaware, Iowa)",9.48713e+07
Gmina Oneida (hrabstwo Delaware),9.48713e+07
"Oneida Township, Delaware County, Iowa",9.48713e+07
"Municipio de Oneida (condado de Kearney, Nebraska)",9.373e+07
"Oneida Township, Kearney County, Nebraska",9.373e+07
"Municipio de Oneida (condado de Kearney, Nebraska)",9.37317e+07
"Oneida Township, Kearney County, Nebraska",9.37317e+07
Palmira (Chiriquí),5.75e+07
Palmira (Chiriquí),5.75e+07
帕尔米拉 (奇里基省),5.75e+07
"Palmira, Chiriquí",5.75e+07
Palmira (Colón),1.769e+08
Palmira (Santa Isabel),1.769e+08
"Palmira, Colón",1.769e+08
Palmira (Los Santos),9.7e+06
Palmira (Los Santos),9.7e+06
帕尔米拉 (洛斯桑托斯省),9.7e+06
"Palmira, Los Santos",9.7e+06
Paradise Park (California),722000.0
"Paradise Park, California",722000.0
Paradise Park (California),722607.0
"Paradise Park, California",722607.0
Peña Blanca (Los Santos),8e+06
Peña Blanca (Los Santos),8e+06
佩尼亚布兰卡 (洛斯桑托斯省),8e+06
"Peña Blanca, Los Santos",8e+06
"Municipio de Pierce (condado de Washington, Indiana)",9.22295e+07
"Pierce Township, Washington County, Indiana",9.22295e+07
"Municipio de Pipe Creek (condado de Madison, Indiana)",1.09841e+08
"Pipe Creek Township, Madison County, Indiana",1.09841e+08
"Municipio de Pipe Creek (condado de Miami, Indiana)",6.56044e+07
"Pipe Creek Township, Miami County, Indiana",6.56044e+07
"Municipio de Polk (condado de Adair, Misuri)",7.586e+07
"Polk Township, Adair County, Missouri",7.586e+07
"Municipio de Polk (condado de Atchison, Misuri)",1.6141e+08
"Polk Township (Contea di Atchison, Missouri)",1.6141e+08
"Polk Township, Atchison County, Missouri",1.6141e+08
"Municipio de Polk (condado de Benton, Iowa)",1.1776e+08
"Polk Township, Benton County, Iowa",1.1776e+08
Gmina Polk (hrabstwo Benton),1.1776e+08
"Municipio de Polk (condado de Benton, Iowa)",1.17767e+08
"Polk Township, Benton County, Iowa",1.17767e+08
Gmina Polk (hrabstwo Benton),1.17767e+08
"Municipio de Polk (condado de Bremer, Iowa)",9.513e+07
ポーク郡区 (アイオワ州ブレマー郡),9.513e+07
"Polk Township, Bremer County, Iowa",9.513e+07
Gmina Polk (hrabstwo Bremer),9.513e+07
"Municipio de Polk (condado de Bremer, Iowa)",9.51303e+07
ポーク郡区 (アイオワ州ブレマー郡),9.51303e+07
"Polk Township, Bremer County, Iowa",9.51303e+07
Gmina Polk (hrabstwo Bremer),9.51303e+07
"Municipio de Polk (condado de Huntington, Indiana)",5.89481e+07
"Polk Township, Huntington County, Indiana",5.89481e+07
"Municipio de Polk (condado de Marshall, Indiana)",1.09013e+08
"Polk Township, Marshall County, Indiana",1.09013e+08
"Municipio de Polk (condado de Monroe, Indiana)",8.8474e+07
"Polk Township, Monroe County, Indiana",8.8474e+07
"Municipio de Polk (condado de Washington, Indiana)",9.28252e+07
"Polk Township, Washington County, Indiana",9.28252e+07
"Municipio de Putman (condado de Fulton, Illinois)",8.70236e+07
"Putman Township, Fulton County, Illinois",8.70236e+07
"Municipio de Ray (condado de Franklin, Indiana)",1.02589e+08
"Ray Township, Franklin County, Indiana",1.02589e+08
"Municipio de Ray (condado de Morgan, Indiana)",6.62001e+07
"Ray Township, Morgan County, Indiana",6.62001e+07
Russell (Georgia),3.1e+06
"Russell, Georgia",3.1e+06
Saint-Alexis (Quebec),4.332e+07
Saint-Alexis (Québec),4.332e+07
"Saint-Alexis, Quebec",4.332e+07
Saint-Célestin (municipalité),7.7e+07
"Saint-Célestin, Quebec (municipality)",7.7e+07
Saint-Roch-Ouest,2.078e+07
Saint-Roch-Ouest,2.078e+07
"Saint-Roch-Ouest, Quebec",2.078e+07
Saint-Romain (Québec),1.1232e+08
"Saint-Romain, Quebec",1.1232e+08
Sainte-Hélène-de-Mancebourg,6.846e+07
"Sainte-Hélène-de-Mancebourg, Quebec",6.846e+07
"Silver Hill, Maryland",3.5e+06
"Simonds Parish, Carleton County, New Brunswick",7.557e+07
Slovan,466198.0
"Slovan, Pennsylvania",466198.0
"Municipio de South Bend (condado de Barton, Kansas)",9.25e+07
"South Bend Township, Barton County, Kansas",9.25e+07
南本德鎮區 (巴頓縣),9.25e+07
"Municipio de South Bend (condado de Barton, Kansas)",9.25144e+07
"South Bend Township, Barton County, Kansas",9.25144e+07
南本德鎮區 (巴頓縣),9.25144e+07
Municipio de South Branch (Nebraska),9.24885e+07
"South Branch Township, Nance County, Nebraska",9.24885e+07
Municipio de South Branch (Nebraska),9.249e+07
"South Branch Township, Nance County, Nebraska",9.249e+07
"Municipio de Springcreek (condado de Miami, Ohio)",5.82e+07
"Springcreek Township, Miami County, Ohio",5.82e+07
"Municipio de Springcreek (condado de Miami, Ohio)",5.82747e+07
"Springcreek Township, Miami County, Ohio",5.82747e+07
Unity Township (Ohio),9.14e+07
"Municipio de Unity (condado de Columbiana, Ohio)",9.14e+07
"Unity Township, Columbiana County, Ohio",9.14e+07
"Municipio de Unity (condado de Piatt, Illinois)",1.24604e+08
"Unity Township, Piatt County, Illinois",1.24604e+08
Walker (California),4.77568e+07
Walker (California),4.77568e+07
"Walker, Mono County, California",4.77568e+07
Walker (California),4.7757e+07
Walker (California),4.7757e+07
"Walker, Mono County, California",4.7757e+07
Wedgefield,1.8622e+08
"Wedgefield, South Carolina",1.8622e+08
Westphalia (Maryland),3.44e+07
"Westphalia, Maryland",3.44e+07
Wheeler (Indiana),6.9e+06
"Wheeler, Indiana",6.9e+06
Williamsdale (Ohio),450000.0
"Williamsdale, Ohio",450000.0
Wright (Kansas),5.33e+06
"Wright, Kansas",5.33e+06
Yellow Creek Township (Ohio),5.11e+07
Municipio de Yellow Creek (Ohio),5.11e+07
"Yellow Creek Township, Columbiana County, Ohio",5.11e+07
Amsterdam (Montana),7.01e+06
"Amsterdam, Montana",7.01e+06
Amsterdam (Montana),7.0111e+06
"Amsterdam, Montana",7.0111e+06
Beulah Beach (Ohio),120000.0
"Beulah Beach, Ohio",120000.0
كاثرين,5.94402e+06
Catherine (Alabama),5.94402e+06
Catherine (Alabama),5.94402e+06
キャサリン (アラバマ州),5.94402e+06
"Catherine, Alabama",5.94402e+06
Chenango Bridge,6.34029e+06
"Chenango Bridge, New York",6.34029e+06
Cochranville,2.9e+06
Cochranville,2.9e+06
"Cochranville, Pennsylvania",2.9e+06
ماتشي مانيتو (كيبك),1.6462e+08
Matchi-Manitou,1.6462e+08
"Matchi-Manitou, Quebec",1.6462e+08
Menchaca (Herrera),6.49e+07
Menchaca,6.49e+07
Menchaca,6.49e+07
门查卡,6.49e+07
"Pahrump, Nevada",7.715e+08
باهرومب,7.715e+08
Pahrump,7.715e+08
Pahrump (Nevada),7.715e+08
Pahrump,7.715e+08
Pahrump,7.715e+08
Pahrump,7.715e+08
Pahrump,7.715e+08
Pahrump,7.715e+08
帕朗,7.715e+08
"Pahrump, Nevada",9.42756e+08
باهرومب,9.42756e+08
Pahrump,9.42756e+08
Pahrump (Nevada),9.42756e+08
Pahrump,9.42756e+08
Pahrump,9.42756e+08
Pahrump,9.42756e+08
Pahrump,9.42756e+08
Pahrump,9.42756e+08
帕朗,9.42756e+08
Rivière-Ojima,3.5604e+08
"Rivière-Ojima, Quebec",3.5604e+08
Paroisse de Southampton,4.5018e+08
"Southampton Parish, New Brunswick",4.5018e+08
Adiaké (Departement),7.98e+08
Adiaké Department,7.98e+08
"Dover (condado de Norfolk, Massachusetts)",1.13e+07
"Dover (CDP), Massachusetts",1.13e+07
"Dover (condado de Norfolk, Massachusetts)",1.13959e+07
"Dover (CDP), Massachusetts",1.13959e+07
"Groton (condado de Middlesex, Massachusetts)",4.4e+06
"Groton (CDP), Massachusetts",4.4e+06
"Groton (condado de Middlesex, Massachusetts)",4.40298e+06
"Groton (CDP), Massachusetts",4.40298e+06
"Hudson (condado de Middlesex, Massachusetts)",1.47629e+07
"Hudson (CDP), Massachusetts",1.47629e+07
"Hudson (condado de Middlesex, Massachusetts)",1.48e+07
"Hudson (CDP), Massachusetts",1.48e+07
Jefferson Valley,1.78709e+07
"Jefferson Valley, New York",1.78709e+07
Jefferson Valley,1.79e+07
"Jefferson Valley, New York",1.79e+07
Kupinec,2.334e+07
Kupinec,2.334e+07
Kupinec,2.334e+07
لاك جولييت (كيبك),3.03078e+09
Lac-Juillet,3.03078e+09
"Lac-Juillet, Quebec",3.03078e+09
Lisovići (Srebrenik),1e+06
Lisovići (Srebrenik),1e+06
"Municipio de Luray (condado de Russell, Kansas)",1.8275e+08
"Luray Township, Russell County, Kansas",1.8275e+08
Miradero (Mayagüez),7.51097e+06
"Miradero, Mayagüez",7.51097e+06
Plattekill (aldea),6.73397e+06
"Plattekill (CDP), New York",6.73397e+06
Plattekill (aldea),6.8e+06
"Plattekill (CDP), New York",6.8e+06
"Shirley (condado de Middlesex, Massachusetts)",3.36698e+06
"Shirley (CDP), Massachusetts",3.36698e+06
"Shirley (condado de Middlesex, Massachusetts)",3.5e+06
"Shirley (CDP), Massachusetts",3.5e+06
Sorá,7.62e+07
Sorá,7.62e+07
Study Butte (Texas),1.23e+07
Study Butte,1.23e+07
"Study Butte, Texas",1.23e+07
"Taberg, New York",2.10359e+08
Tras Talleres (Santurce),173529.0
Tras Talleres (Santurce),173529.0
Lake Mathews (Kalifornien),4.12507e+07
"Lake Mathews, California",4.12507e+07
Lake Mathews (Kalifornien),4.1252e+07
"Lake Mathews, California",4.1252e+07
Mather (California),2.5902e+07
"Mather, Sacramento County, California",2.5902e+07
Mather (California),2.59025e+07
"Mather, Sacramento County, California",2.59025e+07
Diablo Range (census county division),1.54274e+09
Diablo Range (census county division),1.54274e+09
Adelino (Nuevo México),7.13283e+06
"Adelino, New Mexico",7.13283e+06
Allison (Pensilvania),1.7e+06
"Allison, Pennsylvania",1.7e+06
Allport (Pensilvania),1.55e+06
Allport (Pennsylvania),1.55e+06
"Allport, Pennsylvania",1.55e+06
Arenas Valley (Nuevo México),1.05464e+07
"Arenas Valley, New Mexico",1.05464e+07
Atoka (Nuevo México),1.75057e+07
"Atoka, New Mexico",1.75057e+07
بيه دو لا بوتي (كيبك),1.95536e+09
Baie-de-la-Bouteille,1.95536e+09
"Baie-de-la-Bouteille, Quebec",1.95536e+09
Baileyville (Pensilvania),3.22e+06
"Baileyville, Pennsylvania",3.22e+06
Beaverdam (Nevada),1e+07
Beaverdam (Nevada),1e+07
"Beaverdam, Nevada",1e+07
Bennett Springs (Nevada),3.07e+07
Bennett Springs,3.07e+07
"Bennett Springs, Nevada",3.07e+07
Bent (Nuevo México),1.58818e+07
"Bent, New Mexico",1.58818e+07
Bigler (Pensilvania),3.13e+06
"Bigler, Pennsylvania",3.13e+06
Blandburg,1.25e+06
"Blandburg, Pennsylvania",1.25e+06
Municipio de Bois Brule,1.57e+08
"Bois Brule Township, Perry County, Missouri",1.57e+08
Municipio de Bois Brule,1.57989e+08
"Bois Brule Township, Perry County, Missouri",1.57989e+08
Bordelonville,1.13e+07
"Bordelonville, Louisiana",1.13e+07
Bowmans Addition,2.5e+06
"Bowmans Addition, Maryland",2.5e+06
Boykin (Carolina del Sur),1.78217e+07
"Boykin, Kershaw County, South Carolina",1.78217e+07
Bradley Gardens,1.162e+07
"Bradley Gardens, New Jersey",1.162e+07
Bradley Gardens,1.16213e+07
"Bradley Gardens, New Jersey",1.16213e+07
Brady (Montana),8.00306e+06
"Brady, Montana",8.00306e+06
Bryce (Arizona),2.17818e+06
"Bryce, Arizona",2.17818e+06
Buckhorn (Nuevo México),1.20046e+07
"Buckhorn, New Mexico",1.20046e+07
Buffington,420000.0
"Buffington, Pennsylvania",420000.0
Byram Center,2.89302e+06
"Byram Center, New Jersey",2.89302e+06
Byram Center,2.894e+06
"Byram Center, New Jersey",2.894e+06
Byrnedale,3.2e+06
"Byrnedale, Pennsylvania",3.2e+06
Cactus Flats (Arizona),1.59077e+07
"Cactus Flats, Arizona",1.59077e+07
Canjilon (Nuevo México),8.30868e+06
"Canjilon, New Mexico",8.30868e+06
Carter Springs (Nevada),7.3e+06
Carter Springs,7.3e+06
"Carter Springs, Nevada",7.3e+06
Cañones (Nuevo México),1.07174e+07
"Cañones, New Mexico",1.07174e+07
Chalkhill,2.12e+06
"Chalkhill, Pennsylvania",2.12e+06
Chamberino (Nuevo México),7.91759e+06
"Chamberino, New Mexico",7.91759e+06
Ciénega Springs,9.17374e+06
"Cienega Springs, Arizona",9.17374e+06
Municipio de Cinque Hommes,1.437e+08
"Cinque Hommes Township, Perry County, Missouri",1.437e+08
Municipio de Cinque Hommes,1.43744e+08
"Cinque Hommes Township, Perry County, Missouri",1.43744e+08
City of the Sun (Nuevo México),748507.0
"City of the Sun, New Mexico",748507.0
Cochiti Lake (Nuevo México),3.21936e+06
"Cochiti Lake, New Mexico",3.21936e+06
Coldiron (Kentucky),497278.0
"Coldiron, Kentucky",497278.0
Conchas Dam (Nuevo México),2.15617e+07
"Conchas Dam, New Mexico",2.15617e+07
Corwin Springs (Montana),3.64929e+06
Corwin Springs,3.64929e+06
"Corwin Springs, Montana",3.64929e+06
Crane (Montana),6.55526e+06
"Crane, Montana",6.55526e+06
Crown (Pensilvania),6.57e+06
"Crown, Pennsylvania",6.57e+06
Cubero (Nuevo México),2.4307e+07
Cubero,2.4307e+07
"Cubero, New Mexico",2.4307e+07
Dana (Carolina del Norte),2.30638e+07
"Dana, North Carolina",2.30638e+07
"Deer Lake (condado de Fayette, Pensilvania)",3.92e+06
"Deer Lake, Fayette County, Pennsylvania",3.92e+06
Double Spring,2.27e+07
"Double Spring, Nevada",2.27e+07
Dry Valley,9.8e+06
"Dry Valley, Nevada",9.8e+06
Dunlo,1.36e+06
"Dunlo, Pennsylvania",1.36e+06
Dupuyer (Montana),1.20305e+07
"Dupuyer, Montana",1.20305e+07
Earlston,2.8e+06
"Earlston, Pennsylvania",2.8e+06
Edenborn,980000.0
"Edenborn, Pennsylvania",980000.0
"Edneyville, North Carolina",2.78139e+07
"Fairhope, Fayette County, Pennsylvania",2.16e+06
Faywood (Nuevo México),1.36233e+06
"Faywood, New Mexico",1.36233e+06
Finderne,1.0606e+07
"Finderne, New Jersey",1.0606e+07
Finderne,1.0607e+07
"Finderne, New Jersey",1.0607e+07
"Finesville, New Jersey",841000.0
"Finesville, New Jersey",841746.0
"Fort Loudon, Pennsylvania",1.1e+07
Fort McDermitt,4.64e+07
"Fort McDermitt, Nevada",4.64e+07
Fox Park (Wyoming),2.58999e+06
Fox Park (Wyoming),2.58999e+06
"Fox Park, Wyoming",2.58999e+06
Francisville (Kentucky),2.19683e+07
"Francisville, Kentucky",2.19683e+07
Fruitland (Carolina del Norte),2.07872e+07
"Fruitland, Henderson County, North Carolina",2.07872e+07
Gallina (Nuevo México),1.16679e+07
"Gallina, New Mexico",1.16679e+07
Grassflat,2.93e+06
"Grassflat, Pennsylvania",2.93e+06
Green Knoll,1.2191e+07
"Green Knoll, New Jersey",1.2191e+07
Green Knoll,1.21911e+07
"Green Knoll, New Jersey",1.21911e+07
Greens Landing,6.9e+06
"Greens Landing, Pennsylvania",6.9e+06
"Greenwich (CDP), New Jersey",2.349e+06
"Greenwich (CDP), New Jersey",2.34912e+06
Guadalupe (Panamá),2.49e+07
"Guadalupe, La Chorrera",2.49e+07
Hachita (Nuevo México),1.05464e+07
"Hachita, New Mexico",1.05464e+07
"Harmony (CDP), New Jersey",3.21e+06
"Harmony (CDP), New Jersey",3.21159e+06
"Haverford College, Pennsylvania",770000.0
"Hawk Run, Pennsylvania",2.08e+06
Holiday Pocono,6.07e+06
"Holiday Pocono, Pennsylvania",6.07e+06
"Hoopers Creek, North Carolina",1.80444e+07
"Hope (CDP), New Jersey",1.59025e+06
"Hope (CDP), New Jersey",1.592e+06
Hublersburg,420000.0
"Hublersburg, Pennsylvania",420000.0
Humboldt River Ranch,3.33e+07
"Humboldt River Ranch, Nevada",3.33e+07
Huson (Montana),1.90623e+06
"Huson, Montana",1.90623e+06
Hutchinson (Nueva Jersey),357418.0
"Hutchinson, New Jersey",357418.0
Hutchinson (Nueva Jersey),358000.0
"Hutchinson, New Jersey",358000.0
Indian Mountain Lake,1.65e+07
"Indian Mountain Lake, Pennsylvania",1.65e+07
"Jacksonville (condado de Centre, Pensilvania)",370000.0
"Jacksonville, Centre County, Pennsylvania",370000.0
Jesterville (Maryland),4.10772e+06
"Jesterville, Maryland",4.10772e+06
Joyce (Luisiana),7.57572e+06
"Joyce, Louisiana",7.57572e+06
Keeler Farm (Nuevo México),2.95026e+07
"Keeler Farm, New Mexico",2.95026e+07
Kenvir (Kentucky),756277.0
"Kenvir, Kentucky",756277.0
Kerrtown,2.2e+06
"Kerrtown, Pennsylvania",2.2e+06
Kila (Montana),1.03366e+07
"Kila, Montana",1.03366e+07
Kylertown,4.4e+06
"Kylertown, Pennsylvania",4.4e+06
La Hacienda (Nuevo México),3.50425e+06
"La Hacienda, New Mexico",3.50425e+06
La Paz Valley (Arizona),7.59592e+07
"La Paz Valley, Arizona",7.59592e+07
لاك أكونابويكان (كيبك),7.38e+06
Lac-Akonapwehikan,7.38e+06
"Lac-Akonapwehikan, Quebec",7.38e+06
لاك بازينيه (كيبك),1.54905e+09
Lac-Bazinet,1.54905e+09
"Lac-Bazinet, Quebec",1.54905e+09
لاك بوابوسكاش (كيبك),9.939e+07
Lac-Boisbouscache,9.939e+07
"Lac-Boisbouscache, Quebec",9.939e+07
لاك بوليه (كيبك),2.296e+07
Lac-Boulé,2.296e+07
"Lac-Boulé, Quebec",2.296e+07
لاك دي لا بيدريه (كيبك),1.55449e+09
Lac-De La Bidière,1.55449e+09
"Lac-De La Bidière, Quebec",1.55449e+09
لاك ديفينينس (كيبك),1.0163e+08
Lac-Devenyns,1.0163e+08
"Lac-Devenyns, Quebec",1.0163e+08
لاك لينجدري (كيبك),7.0526e+08
Lac-Legendre,7.0526e+08
"Lac-Legendre, Quebec",7.0526e+08
لاك ماتاوين (كيبك),7.7163e+08
Lac-Matawin,7.7163e+08
"Lac-Matawin, Quebec",7.7163e+08
لاك ميناكي (كيبك),8.207e+07
Lac-Minaki,8.207e+07
"Lac-Minaki, Quebec",8.207e+07
Lac-Normand,2.03809e+09
"Lac-Normand, Quebec",2.03809e+09
لاك أوسكار (كيبك),1.68966e+09
Lac-Oscar,1.68966e+09
"Lac-Oscar, Quebec",1.68966e+09
لاك ساني (كيبك),1.241e+07
Lac-Santé,1.241e+07
"Lac-Santé, Quebec",1.241e+07
لاك واغاوابيكا (كيبك),4.28e+06
Lac-Wagwabika,4.28e+06
"Lac-Wagwabika, Quebec",4.28e+06
لاك دي لا مايسون دي بيير (كيبك),4.7827e+08
Lac-de-la-Maison-de-Pierre,4.7827e+08
"Lac-de-la-Maison-de-Pierre, Quebec",4.7827e+08
لاك دي لا بومي (كيبك),5.05e+07
Lac-de-la-Pomme,5.05e+07
"Lac-de-la-Pomme, Quebec",5.05e+07
Lac des Mille Lacs 22A1,1.736e+07
Lac des Mille Lacs 22A2,3.128e+07
Lake Arthur Estates,1.7e+06
"Lake Arthur Estates, Pennsylvania",1.7e+06
Lakeridge,3.8e+06
"Lakeridge, Nevada",3.8e+06
Lakes of the North,4.29e+07
"Lakes of the North, Michigan",4.29e+07
Lemannville,2.6e+06
"Lemannville, Louisiana",2.6e+06
"Lexington Hills (Santa Clara County, California)",1.38639e+08
"Lexington Hills (Santa Clara County, California)",1.3864e+08
Logan Creek,4.5e+06
Logan Creek,4.5e+06
"Logan Creek, Nevada",4.5e+06
Lucien (Oklahoma),1.41672e+06
"Lucien, Oklahoma",1.41672e+06
Lumberton (Nuevo México),1.23801e+06
"Lumberton, New Mexico",1.23801e+06
Magnolia (Kentucky),5.28099e+06
"Magnolia, Kentucky",5.28099e+06
"Manele, Hawaii",5.17998e+06
"Mango-Seffner, Florida",1.17e+07
"Marianne, Pennsylvania",3.75e+06
McElhattan,3.48e+06
"McElhattan, Pennsylvania",3.48e+06
McIntosh (Nuevo México),5.76764e+07
"McIntosh, New Mexico",5.76764e+07
Messiah College,830000.0
"Messiah College, Pennsylvania",830000.0
Mimbres (Nuevo México),1.14918e+07
"Mimbres, New Mexico",1.14918e+07
Mingoville,4.74e+06
"Mingoville, Pennsylvania",4.74e+06
Morrisdale,4.36e+06
"Morrisdale, Pennsylvania",4.36e+06
Mount Eagle,660000.0
"Mount Eagle, Pennsylvania",660000.0
Mountain Lake (Nueva Jersey),2.92669e+06
"Mountain Lake, New Jersey",2.92669e+06
Mountain Lake (Nueva Jersey),2.927e+06
"Mountain Lake, New Jersey",2.927e+06
"Mountain View, Luna County, New Mexico",789946.0
Mundys Corner,1.626e+07
"Mundys Corner, Pennsylvania",1.626e+07
Nanticoke Acres,686347.0
"Nanticoke Acres, Maryland",686347.0
New Village,2.457e+06
"New Village, New Jersey",2.457e+06
New Village,2.4579e+06
"New Village, New Jersey",2.4579e+06
"Oakland, Cambria County, Pennsylvania",3.67e+06
"Oklahoma, Clearfield County, Pennsylvania",2e+06
Orviston (Pensilvania),280000.0
"Orviston, Pennsylvania",280000.0
"Panther Valley, New Jersey",7.676e+06
"Panther Valley, New Jersey",7.67672e+06
Pecan Park (Nuevo México),279719.0
"Pecan Park, New Mexico",279719.0
بتيت لاك ساينت أنه (كيبك),1.918e+08
Petit-Lac-Sainte-Anne,1.918e+08
"Petit-Lac-Sainte-Anne, Quebec",1.918e+08
"Point Place, Louisiana",2.54e+06
"Prospect Park, Cameron County, Pennsylvania",1.58e+06
"Quinton (CDP), New Jersey",2.29214e+06
"Quinton (CDP), New Jersey",2.293e+06
"Riverside, Cambria County, Pennsylvania",300000.0
Rivière-de-la-Savane,1.08802e+09
"Rivière-de-la-Savane, Quebec",1.08802e+09
"Ronco, Pennsylvania",1.32e+06
Ross Corner (Nueva Jersey),1.274e+06
"Ross Corner, New Jersey",1.274e+06
Ross Corner (Nueva Jersey),1.27427e+06
"Ross Corner, New Jersey",1.27427e+06
"Rote, Pennsylvania",2.8e+06
Round Hill Village (Nevada),1.5e+07
Round Hill Village,1.5e+07
"Round Hill Village, Nevada",1.5e+07
Ruhenstroth (Nevada),7.3e+06
Ruhenstroth,7.3e+06
"Ruhenstroth, Nevada",7.3e+06
Sabaskong Bay 35D,5e+06
Sacramento (Nuevo México),1.69592e+07
"Sacramento, New Mexico",1.69592e+07
"Municipio de St. Marys (condado de Perry, Misuri)",2.64179e+08
"Saint Mary's Township, Perry County, Missouri",2.64179e+08
St. Maurice (Luisiana),1.73918e+07
"Saint Maurice, Louisiana",1.73918e+07
"San Antonito (condado de Bernalillo, Nuevo México)",6.33252e+06
"San Antonito, Bernalillo County, New Mexico",6.33252e+06
"San Antonito (condado de Socorro, Nuevo México)",4.48068e+06
"San Antonito, Socorro County, New Mexico",4.48068e+06
San Fidel (Nuevo México),1.08987e+07
San Fidel,1.08987e+07
"San Fidel, New Mexico",1.08987e+07
San José (Arizona),1.0865e+07
"San Jose, Graham County, Arizona",1.0865e+07
Sand Coulee (Montana),6.78836e+06
Sand Coulee,6.78836e+06
"Sand Coulee, Montana",6.78836e+06
Sandia Park,1.87774e+06
Sandia Park (Nuevo México),1.87774e+06
