http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/elevation
Kaiserstuhl (Baden-Württemberg),556.6
Kaiserstuhl,556.6
Kaiserstuhl,556.6
Kaiserstuhl (gebergte),556.6
Кайзерштуль (горы),556.6
Kaiserstuhl,556.6
Kelly Hills,870.0
Massiccio del Khao Khiao,789.0
Khao Khiao Massif,789.0
Monts Kibara,1850.0
Kibara Mountains,1850.0
Montes de Kodar,3072.0
Kodar,3072.0
Кодар,3072.0
Kodar Mountains,3072.0
Montes de Toledo,1603.0
Montes de Toledo,1603.0
Montes de Toledo,1603.0
Monts de Tolède,1603.0
Góry Toledańskie,1603.0
Montes de Toledo,1603.0
Толедские горы,1603.0
托萊多山脈,1603.0
Phi Pan Nam Range,1694.0
Phi-Pan-Nam-Gebirge,1694.0
Poverty Hills,1389.0
Russian Mountains (Alaska),3077.0
Schiener Berg,715.6
Schiener Berg,715.6
Sierra Sur de Jaén (vino),1872.0
哈恩南山脈,1872.0
Sierra Sur de Jaén,1872.0
Sierra Vicuña Mackenna,3114.0
Sierra Vicuña Mackenna,3114.0
"Steenkampsberg, Mpumalanga",2332.0
Tadrart Rouge,1398.0
Durreckgruppe,3135.0
Durreck Group,3135.0
Kleiner Odenwald,567.8
Kleiner Odenwald,567.8
Leithagebirge,484.0
Montagne de la Leitha,484.0
Góry Litawskie,484.0
Leitha Mountains,484.0
Adelegg,1129.0
Adelegg,1129.0
Ammergau Alps,2340.0
Ammergauer Alpen,2340.0
Alpes de Ammergau,2340.0
Alpes d'Ammergau,2340.0
Alpi dell'Ammergau,2340.0
Ammergauer Alpen,2340.0
Ammergauer Alpen,2340.0
Alpes de Ammergau,2340.0
阿梅爾高阿爾卑斯山脈,2340.0
Arnspitzgruppe,2196.0
Arnspitze,2196.0
Große Arnspitze,2196.0
Arnspitze,2196.0
阿恩施皮茨山脈,2196.0
Arnspitze Group,2196.0
Bavarian Prealps,2086.0
Bayerische Voralpen,2086.0
Préalpes bavaroises,2086.0
Bayerische Voralpen,2086.0
Pré-Alpes bávaros,2086.0
巴伐利亞前阿爾卑斯山脈,2086.0
Gleichberge,679.0
Gleichberge,679.0
Goldberg Group,3254.0
Goldberggruppe,3254.0
Gruppo del Goldberg,3254.0
Goldberggruppe,3254.0
戈爾德貝格山脈,3254.0
Gurktaler Alpen,2441.0
Alpes de Gurktal,2441.0
Alpi della Gurktal,2441.0
Gurktaler Alpen,2441.0
Alpy Gurktalskie,2441.0
Alpes de Gurktal,2441.0
古爾克阿爾卑斯山脈,2441.0
Gurktal Alps,2441.0
Kalkkögel,2804.0
Kalkkögel,2804.0
Kalkkögel,2804.0
Kalkkögel,2804.0
Kmehlener Berge,212.1
Kmehlener Berge,212.1
Lange Berge,527.2
ランゲ山地,527.2
Lange Berge,527.2
Langkofelgruppe,3181.0
Gruppo del Sassolungo,3181.0
Langkofel Group,3181.0
Lattengebirge,1738.0
Lattengebirge,1738.0
Lavanttal Alps,2396.0
Lavanttaler Alpen,2396.0
Alpes de Lavanttal,2396.0
Alpi della Lavanttal,2396.0
Lavanttaler Alpen,2396.0
Alpes de Lavanttal,2396.0
拉萬塔爾阿爾卑斯山脈,2396.0
Leoganger Steinberge,2634.0
Leoganger Steinberge,2634.0
Leoganger Steinberge,2634.0
萊奧岡山脈,2634.0
Leogang Mountains,2634.0
Loferer Steinberge,2511.0
Loferer Steinberge,2511.0
Loferer Steinberge,2511.0
洛弗山脈,2511.0
Lofer Mountains,2511.0
Löwensteiner Berge,561.0
Löwenstein Hills,561.0
Mangfallgebirge,1884.0
Alpes del Mangfall,1884.0
Alpi del Mangfall,1884.0
Alpes de Mangfall,1884.0
Mangfall Mountains,1884.0
Mieming Range,2768.0
Mieminger Gebirge,2768.0
Monti di Mieming,2768.0
Miemingergebergte,2768.0
米耶明山脈,2768.0
Murrhardter Wald,572.0
Murrhardt Forest,572.0
Nordtiroler Kalkalpen,3036.0
Alpes calizos del Tirol septentrional,3036.0
Alpi Calcaree Nordtirolesi,3036.0
Alpes calcários do Tirol,3036.0
North Tyrol Limestone Alps,3036.0
Ohmgebirge,533.4
Ohm Hills,533.4
Prealps East of the Mur,1783.0
Randgebirge östlich der Mur,1783.0
Prealpi ad est della Mura,1783.0
Randgebirge östlich der Mur,1783.0
穆爾以東前阿爾卑斯山脈,1783.0
Reiter Alm,2286.0
Reiter Alpe,2286.0
Salzkammergut-Berge,2027.0
Massif du Salzkammergut,2027.0
Monti del Salzkammergut,2027.0
Salzkammergut-Berge,2027.0
Montes de Salzkammergut,2027.0
薩爾茲卡默古特山脈,2027.0
Salzkammergut Mountains,2027.0
Sarntal Alps,2781.0
Sarntaler Alpen,2781.0
Alpes de Sarntal,2781.0
Alpi Sarentine,2781.0
Sarntaler Alpen,2781.0
Sarntaler Alpen,2781.0
Alpes de Sarentino,2781.0
薩爾塔阿爾卑斯山脈,2781.0
Seetal Alps,2396.0
Seetaler Alpen,2396.0
Alpy Seetalskie,2396.0
Ybbstaler Alpen,1919.0
Alpes d'Ybbstal,1919.0
Alpi dell'Ybbstal,1919.0
Ybbstaler Alpen,1919.0
Alpes de Ybbstal,1919.0
伊布斯阿爾卑斯山脈,1919.0
Ybbstal Alps,1919.0
Anchorite Hills,2323.0
Badger Mountains,2191.0
Blackfoot Mountains,2220.0
Goldfield Hills,1929.0
High Rock Canyon Hills,1808.0
Mount Kalatungan Range Natural Park,2824.0
Cordillera de Kalatungan,2824.0
Kalatungan Mountain Range,2824.0
Little High Rock Mountains,2080.0
Massacre Range,1973.0
San Leandro Hills,314.0
Seven Troughs Range,2376.0
Sierra del Merendón,2400.0
Sierra del Merendón,2400.0
Sierra del Merendón,2400.0
梅倫東山脈,2400.0
Sierra del Mico,1267.0
Montañas del Mico,1267.0
Sierra del Mico,1267.0
Smoke Creek Mountains,1586.0
Yellow Hills,1853.0
Bilauktaung,2072.0
Farallones de Cali,4050.0
Farallones de Cali,4050.0
Ischkaschimkette,6096.0
Iszkoszim (góry),6096.0
Ишкашимский хребет,6096.0
Ishkoshim Range,6096.0
Murovdağ,3724.0
Murovdag,3724.0
Monte Murov,3724.0
Murovdag,3724.0
Murovdağ,3724.0
Муровдаг,3724.0
Murovdag,3724.0
Teviot Range,679.0
Hohes Fichtelgebirge,1051.0
High Fichtel Mountains,1051.0
Mambilla-Plateau,2419.0
Meseta de Mambilla,2419.0
曼比拉高原,2419.0
Mambilla Plateau,2419.0
Nudo de Paramillo,3730.0
Nudo de Paramillo,3730.0
Nœud de Paramillo,3730.0
Nó de Paramillo,3730.0
Paramillo Massif,3730.0
Plackwald,581.5
Plackwald,581.5
Sierra de Rubió,845.0
Serra de Rubió,845.0
Serra de Rubió,845.0
Drakensberg,3482.0
دراكنزبرغ,3482.0
Drakensberge,3482.0
Drakensberg,3482.0
Monti dei Draghi,3482.0
Drakensberg (montagne),3482.0
ドラケンスバーグ山脈,3482.0
Drakensbergen,3482.0
Góry Smocze,3482.0
Drakensberg,3482.0
Драконовы горы,3482.0
德拉肯斯堡山脉,3482.0
Elbe Sandstone Mountains,723.0
جبال الإلبه الحجرية الرملية,723.0
Elbsandsteingebirge,723.0
Montañas de arenisca del Elba,723.0
Montagnes gréseuses de l'Elbe,723.0
Elbsandsteingebirge,723.0
Góry Połabskie,723.0
Montanhas de Arenito do Elba,723.0
Эльбские Песчаниковые горы,723.0
易北河砂岩山脈,723.0
Fichtel Mountains,1051.0
Fichtelgebirge,1051.0
Fichtelgebirge,1051.0
Fichtelgebirge,1051.0
Fichtelgebirge,1051.0
フィヒテル山地,1051.0
Fichtelgebergte,1051.0
Smreczany,1051.0
Фихтельгебирге,1051.0
菲希特爾山脈,1051.0
Wicklow Mountains,925.0
Wicklow Mountains,925.0
Montes Wicklow,925.0
Monti Wicklow,925.0
Montagnes de Wicklow,925.0
ウィックロー山地,925.0
Wicklow Mountains,925.0
Wicklow (góry),925.0
Уиклоу (горы),925.0
威克洛山脈,925.0
Jotunheimen,2469.0
Jotunheimen,2469.0
Jotunheimen,2469.0
Jotunheimen,2469.0
Jotunheimen,2469.0
Jotunheimen,2469.0
Jotunheimen,2469.0
Ютунхеймен,2469.0
尤通黑门山脉,2469.0
Weiße Karpaten,970.0
White Carpathians,970.0
Cárpatos Blancos,970.0
Carpazi Bianchi,970.0
Carpates blanches,970.0
Witte Karpaten,970.0
Białe Karpaty,970.0
Белые Карпаты,970.0
Zambales Mountains,2037.0
Zambales-Berge,2037.0
Montes Zambales,2037.0
Monts Zambales,2037.0
Monti Zambales,2037.0
サンバレス山脈,2037.0
Montanhas Zambales,2037.0
三描礼士山脉,2037.0
الأطلس الصغير,3304.0
Antiatlas,3304.0
Anti-Atlas,3304.0
Anti-Atlas,3304.0
Anti-Atlas,3304.0
Anti Atlante,3304.0
アンティアトラス山脈,3304.0
Anti-Atlas,3304.0
Antyatlas,3304.0
Антиатлас,3304.0
Anti-Atlas,3304.0
小阿特拉斯山脈,3304.0
Ballyhoura Mountains,528.0
Ballyhoura Mountains,528.0
Ballyhoura,528.0
Montagnes de Ballyhoura,528.0
Knockmealdown Mountains,794.0
Knockmealdown Mountains,794.0
Montañas Knockmealdown,794.0
Monti Knockmealdown,794.0
Ljubišnja,2238.0
Ljubišnja,2238.0
Ljubišnja,2238.0
Любишня (гора),2238.0
Arthur Range (Australien),1224.0
Arthur Range (Tasmania),1224.0
Arthur Range (Tasmanie),1224.0
Arthur Range,1224.0
Montañas Arfak,2955.0
Arfak Mountains,2955.0
Monts Arfak,2955.0
Arfakgebergte,2955.0
Arfak Mountains,2955.0
阿爾法克山脈,2955.0
Belledonne,2977.0
Belledonne,2977.0
Chaîne de Belledonne,2977.0
Catena di Belledonne,2977.0
Belledonne,2977.0
Cordilheira de Belledonne,2977.0
Dartry Mountains,647.0
Dartry Mountains,647.0
Sticht Range,1080.0
Sticht Range,1080.0
Rätikon,2964.0
سلسلة راتيكون,2964.0
Rätikon,2964.0
Macizo de Rätikon,2964.0
Rätikon,2964.0
Catena del Rätikon,2964.0
Rätikon,2964.0
Rätikon,2964.0
Cordilheira de Rätikon,2964.0
Ретикон,2964.0
雷蒂孔山,2964.0
Silvretta Alps,3410.0
جبال الألب سيلفريتا,3410.0
Silvretta,3410.0
Silvretta,3410.0
Gruppo del Silvretta,3410.0
Silvretta,3410.0
Silvretta,3410.0
錫爾夫雷塔阿爾卑斯山脈,3410.0
Chiemgau Alps,1961.0
Chiemgauer Alpen,1961.0
Alpes du Chiemgau,1961.0
Alpi del Chiemgau,1961.0
Chiemgauer Alpen,1961.0
Alpes de Chiemgau,1961.0
基姆高阿爾卑斯山脈,1961.0
Derrynasaggart,694.0
Derrynasaggart Mountains,694.0
Schwäbisch-Fränkische Waldberge,586.4
Swabian-Franconian Forest,586.4
Massif des Trois-Évêchés,2961.0
Massif des Trois-Évêchés,2961.0
Massif des Trois-Évêchés,2961.0
Maciço dos Três Bispos,2961.0
Massif des Trois-Évêchés,2961.0
Monti Ahmar,2965.0
Cordilheira Ahmar,2965.0
Ahmar Mountains,2965.0
Bunya Mountains,1135.0
Bunya Mountains,1135.0
Montañas Bunya,1135.0
Monts Bunya,1135.0
Montes Bunya,1135.0
Dalou Shan,2251.0
Monts Dalou,2251.0
Dalou Shan,2251.0
大娄山,2251.0
Dalou Mountains,2251.0
Du Cane Range,1520.0
Du Cane Range,1520.0
罘シ峰,410.0
罘罳峰,410.0
Fusi Mountain,410.0
Gold Mountain Range,1816.0
Huntoon Mountains,2406.0
Djebel Dahar,689.0
Djebel Dahar,689.0
Djebel Dahar,689.0
Jebel Dahar,689.0
Kreuzeck group,2784.0
Kreuzeckgruppe,2784.0
Gruppo del Kreuzeck,2784.0
Kreuzeckgruppe,2784.0
Grupo de Kreuzeck,2784.0
克羅伊茨埃克山脈,2784.0
Křižanov Highlands,741.0
Nipe-Sagua-Baracoa,1231.0
Nipe-Sagua-Baracoa,1231.0
Salt Spring,509.0
San Antonio Mountains,1884.0
Aravis Range,2753.0
Chaîne des Aravis,2753.0
Catena des Aravis,2753.0
Cordilheira des Aravis,2753.0
阿拉維山脈,2753.0
Avawatz Mountains,1872.7
Avawatz Mountains,1872.7
Bendor Range,2918.0
Bullion Mountains,815.0
Bullion Mountains,815.0
Cady Mountains,1072.0
Camelsfoot Range,2445.0
Cantilever Range,2968.0
Chin Hills,3053.0
Chin Hills,3053.0
Chin Hills,3053.0
Czin (góry),3053.0
Чин (горы),3053.0
Clear Range,2334.0
Desert Mountains,1711.0
Dickson Range,2809.0
Douglas Ranges,2252.0
Kachin Hills,3411.0
Colinas de Kachin,3411.0
枯門嶺,3411.0
Langeberg Mountains,2075.0
Langeberg,2075.0
Langeberg,2075.0
Góry Długie,2075.0
朗厄山脈,2075.0
Niedere Tauern,2863.0
Lower Tauern,2863.0
Alpes del Tauern orientales,2863.0
Niedere Tauern,2863.0
Alpi dei Tauri orientali,2863.0
Niskie Taury,2863.0
Низкий Тауэрн,2863.0
Alpes do Tauern orientais,2863.0
下陶恩山脈,2863.0
Moonbi Range,1300.0
Cadena Moonbi,1300.0
Mormon Mountains,2260.0
North American Cordillera,6168.0
Cordillera norteamericana,6168.0
Kordyliery,6168.0
Noord-Amerikaanse Cordillera,6168.0
Кордильеры Северной Америки,6168.0
Owlshead Mountains,712.0
Pacific Ranges,4019.0
Pacific Ranges,4019.0
Chaînons du Pacifique,4019.0
Pantheon Range,3008.0
Quail Mountains,1218.0
Radstadt Tauern,2711.0
Radstädter Tauern,2711.0
Tauri di Radstadt,2711.0
Radstädter Tauern,2711.0
Tauern de Radstadt,2711.0
拉德斯塔陶恩山脈,2711.0
Shoshone Mountains,3143.0
Shulaps Range,2880.0
Sierra Maestra,1974.0
Sierra Maestra,1974.0
Sierra Maestra,1974.0
Sierra Maestra (massif montagneux),1974.0
Sierra Maestra (catena montuosa),1974.0
マエストラ山脈,1974.0
Sierra Maestra,1974.0
Sierra Maestra,1974.0
Serra Maestra,1974.0
Сьерра-Маэстра,1974.0
马埃斯特腊山脉,1974.0
Taylor Range,287.0
Chaîne Taylor,287.0
Whitemantle Range,2985.0
Baden Hill,354.0
Clan Alpine Mountains,3038.0
Clark Mountain Range,2418.0
Cortez Mountains,2790.0
Daisetsu-zan,2290.0
Daisetsuzan Volcanic Group,2290.0
Groupe volcanique Daisetsuzan,2290.0
大雪山,2290.0
Дайсецудзан (хребет),2290.0
大雪山 (北海道),2290.0
Desatoya Mountains,3041.0
El Paso Mountains,1479.0
Sierra de El Paso,1479.0
Grapevine Mountains,2664.0
Grapevine Mountains,2664.0
Greenwater Range,1130.0
In-Ko-Pah Mountains,1416.0
Jacumba Mountains,1375.0
Jacumba Mountains,1375.0
Kawich Range,2865.0
Kelso Mountains,1226.0
Kelso Mountains,1226.0
Lava Bed Mountains,1130.0
Little Maria Mountains,483.0
Serra da Mantiqueira,2798.0
Mantiqueira Mountains,2798.0
Sierra de la Mantiqueira,2798.0
Serra da Mantiqueira,2798.0
Serra da Mantiqueira,2798.0
マンチケーラ山脈,2798.0
Serra da Mantiqueira,2798.0
Serra da Mantiqueira,2798.0
Серра-да-Мантикейра,2798.0
曼蒂凱拉山脈,2798.0
Margalla Hills,1604.0
Margalla Hills,1604.0
Маргалла (холмы),1604.0
Mescal Range,1981.0
Nopah Range,1941.0
Ord Mountains,1367.0
Orocopia Mountains,1117.0
Sierra de Orocopia,1117.0
Pinto Mountains,953.0
Rand Mountains,1049.0
Rax,2007.0
Rax,2007.0
Rax,2007.0
Ракс,2007.0
拉克斯山脈,2007.0
Resting Spring Range,1194.0
Shadow Mountains,1243.0
Shehy Mountains,706.0
Shehy,706.0
Montagnes de Shehy,706.0
Simpson Park Mountains,2788.0
Soutpansberg,1747.0
Soutpansberg,1747.0
Cordillera de Soutpansberg,1747.0
Soutpansberg,1747.0
索特潘斯山脈,1747.0
Stepladder Mountains,806.0
Trinity Mountains,2754.0
Woods Mountains,1168.0
Sistema Central,2592.0
Iberisches Scheidegebirge,2592.0
Sistema Central,2592.0
Système central,2592.0
Sistema Centrale,2592.0
セントラル山系,2592.0
Castiliaans Scheidingsgebergte,2592.0
Góry Kastylijskie,2592.0
Sistema Central,2592.0
Центральная Кордильера (Пиренейский полуостров),2592.0
中央山脈 (伊比利亞半島),2592.0
Amathole-Berge,1963.0
Amathole Mountains,1963.0
阿馬托拉山脈,1963.0
Belasiza,2029.0
Belasica,2029.0
Belasica,2029.0
Belassitsa,2029.0
Belasica,2029.0
Bełasica,2029.0
Беласица (горы),2029.0
Cordilheira de Belasica,2029.0
Berkeley Hills,581.0
Berkeley Hills,581.0
Cordillera de Guanacaste,2028.0
Cordillera de Guanacaste,2028.0
Cordigliera di Guanacaste,2028.0
Cordillera de Guanacaste,2028.0
Cordilheira de Guanacaste,2028.0
瓜納卡斯特山脈,2028.0
Ganesh Himal,7422.0
Ganesh Himal,7422.0
Ganesh Himal,7422.0
Ganesh Himal,7422.0
Ганеш-Гимал,7422.0
Greenhorn Mountains,2523.0
Hexie Mountains,1167.0
Montes de María,1000.0
Montes de María,1000.0
Serranía de San Jacinto,1000.0
Мария (горы),1000.0
Parnon-Gebirge,1935.0
Parnon,1935.0
Parnon,1935.0
Parnone,1935.0
Парнон,1935.0
Serranía del Perijá,3630.0
Serranía del Perijá,3630.0
Serranía de Perijá,3630.0
Sierra de Perijá,3630.0
Serranía de Perijá,3630.0
Sierra de Perijá,3630.0
Сьерра-де-Периха,3630.0
佩里哈山脈,3630.0
Shikaribetsu Volcanic Group,1401.0
Groupe volcanique Shikaribetsu,1401.0
然別火山群,1401.0
Sunnmørsalpane,1717.0
Alpes de Sunnmøre,1717.0
Tierra Blanca Mountains,661.0
Tokachi Volcanic Group,2077.0
Groupe volcanique Tokachi,2077.0
Watagan Mountains,641.0
Monts Watagan,641.0
De Smet Range,2539.0
Maligne Range,2956.0
Alsek Ranges,2721.0
Alsek Ranges,2721.0
Bosche Range,2643.0
Cordillera del Cóndor,2950.0
Cordillera del Cóndor,2950.0
Cordillera del Cóndor,2950.0
孔多爾山脈,2950.0
Innuitian Mountains,2616.0
Majevica,916.0
Majevica,916.0
Majevica,916.0
Misty Range,3218.0
Peralta Hills,351.0
Skeena Mountains,2588.0
Montagnes Skeena,2588.0
Trollheimen,1850.0
Trollheimen,1850.0
Trollheimen,1850.0
Trollheimen,1850.0
Voras,2524.0
Voras Mountains,2524.0
Monti Voras,2524.0
Нидже,2524.0
Chūgoku Mountains,1729.0
Monts Chūgoku,1729.0
中国山地,1729.0
Góry Chūgoku,1729.0
中國山地,1729.0
Cathedral Range (Victoria),1241.0
Cheam Range,2431.0
Chaînon Cheam,2431.0
Macizo Colombiano,4646.0
Colombian Massif,4646.0
Nœud d'Almaguer,4646.0
Колумбийский массив,4646.0
哥倫比亞山,4646.0
Cordillera de Nahuelbuta,1565.0
Cordillère de Nahuelbuta,1565.0
Cordillera de Nahuelbuta,1565.0
納韋爾武塔山脈,1565.0
Hallingskarvet,1933.0
Hallingskarvet,1933.0
Hallingskarvet,1933.0
Hottentots Holland,1590.0
Hottentots Holland Mountains,1590.0
Hottentots Holland Nature Reserve,1590.0
Hottentots-Holland,1590.0
Hottentots-Holland,1590.0
Hurrungane,2405.0
Hurrungane,2405.0
Hurrungane,2405.0
Hurrungane,2405.0
Ilgachuz Range,2410.0
Chaînon Ilgachuz,2410.0
Jackson Mountains,2772.0
Mountains of East Kerry,839.0
Mountains of the Dingle Peninsula,925.0
Montagne della penisola di Dingle,925.0
Simandou,300.0
Sylan,1762.0
Sylan,1762.0
Sylan,1762.0
Sylarna,1762.0
Sylan,1762.0
Sylarna,1762.0
Sylarna,1762.0
Tafjordfjella,1999.0
Tsitsikamma Mountains,1675.0
Böhmisches Mittelgebirge,836.0
Monti della Boemia centrale,836.0
České Středohoří,836.0
České Středohoří,836.0
České Středohoří,836.0
Czeskie Średniogórze,836.0
Siniatsiko,2111.0
Askio,2111.0
Belianske Tatry,2151.5
Belianske Tatras,2151.5
Belianske Tatras,2151.5
Belianske Tatra,2151.5
Tatry Bielskie,2151.5
Бельянские Татры,2151.5
Montañas de Blackstairs,796.0
Monti Blackstairs,796.0
Monts Blackstairs,796.0
Blackstairs Mountains,796.0
Блэкстейрс,796.0
Alpes de Romsdal,1852.0
Romsdalsalpane,1852.0
McCullough Range,2141.5
Grinderwald,101.0
Grinderwald,101.0
Gruppo d'Ambin,3382.0
Ambin group,3382.0
Alpes y Prealpes Bergamascos,3050.0
Alpi e Prealpi Bergamasche,3050.0
Alpes e Pré-Alpes Bergamascos,3050.0
柏加馬阿爾卑斯山脈,3050.0
Bergamasque Alps and Prealps,3050.0
Prealpes Bergamascos,2549.0
Prealpi Bergamasche,2549.0
Prealpi Bergamasche,2549.0
Pré-Alpes Bergamascos,2549.0
Bergamasque Prealps,2549.0
Prealpes de Brescia y Garda,2254.0
Prealpi Bresciane e Gardesane,2254.0
Prealpi Bresciane e Gardesane,2254.0
Pré-Alpes de Bréscia e de Garda,2254.0
布里西亞及加達前阿爾卑斯山脈,2254.0
Brescia and Garda Prealps,2254.0
Serra dos Carajás,716.0
Serra dos Carajás,716.0
カラジャス,716.0
Serra dos Carajás,716.0
Carajás Mountains,716.0
Alpes de Estiria y Carintia,2241.0
Alpi di Stiria e Carinzia,2241.0
Alpes da Estíria e da Caríntia,2241.0
卡林西亞-施蒂里亞阿爾卑斯山脈,2241.0
Carinthian-Styrian Alps,2241.0
Alpes Cárnicos y del Gail,2780.0
Alpi Carniche e della Gail,2780.0
Alpes Cárnicos e de Gail,2780.0
卡爾尼克及蓋爾塔爾阿爾卑斯山脈,2780.0
Carnic and Gailtal Alps,2780.0
Агрыдаг,3455.0
Haykakan Par,3455.0
Kabak Too,4144.0
Colline Livornesi,462.0
Livorno Hills,462.0
Mazartag,1635.0
Mazartag,1635.0
Alpes de Baja Austria,1919.0
Alpi della Bassa Austria,1919.0
Alpes da Baixa Áustria,1919.0
下奧地利阿爾卑斯山脈,1919.0
Northern Lower Austria Alps,1919.0
Alpes septentrionales de Estiria,2369.0
Alpi Settentrionali di Stiria,2369.0
Alpes setentrionais da Estíria,2369.0
北施蒂利亞州阿爾卑斯山脈,2369.0
Northern Styrian Alps,2369.0
Alpes del Salzkammergut y de Alta Austria,2995.0
Alpi del Salzkammergut e dell'Alta Austria,2995.0
Alpes de Salzkammergut e da Alta Áustria,2995.0
薩爾茲卡默古特及上奧地利阿爾卑斯山脈,2995.0
Salzkammergut and Upper Austria Alps,2995.0
韋托爾山脈,1675.0
Sierra de Huétor,1675.0
Alpes esquistosos tiroleses,2886.0
Alpi Scistose Tirolesi,2886.0
Alpes xistosos do Tirol,2886.0
Tyrol Schistose Alps,2886.0
Prealpes Vénetos,2472.0
Prealpi Venete,2472.0
Préalpes vénètes,2472.0
Prealpy Weneckie,2472.0
Pré-Alpes Vénetos,2472.0
威尼斯前阿爾卑斯山脈,2472.0
Venetian Prealps,2472.0
Alpes del Tauern occidentales,3798.0
Alpi dei Tauri occidentali,3798.0
Alpes do Tauern ocidentais,3798.0
西陶恩阿爾卑斯山脈,3798.0
Western Tauern Alps,3798.0
Wolkberg,2126.0
Cordillera Huaguruncho,5723.0
Huaguruncho mountain range,5723.0
Sierra de Híjar,2179.0
Sierra de Híjar,2179.0
Beskid Sądecki,1262.0
Beskid Sądecki,1262.0
Gregory Range,1043.0
Jaghatai Mountains,2858.0
Zawory (pasmo),715.0
Zawory Mountains,715.0
芙蓉山 (寧郷県),860.0
芙蓉山 (宁乡县),860.0
Furong Mountain,860.0
Monts Kongō,1125.0
金剛山地,1125.0
Kongō Range,1125.0
Nightcap Range,933.0
Turnbull Canyon,242.0
Bailadila Range,1276.0
Dawna Range,2080.0
Dervent Heights,555.0
Goat Range (Kananaskis),3109.0
Amity Hills,241.0
Princess Elizabeth Alps,1466.4
Sierra de Aralar,1431.0
Massif d'Aralar,1431.0
アララール山地,1431.0
Aralar Range,1431.0
阿拉拉爾山脈,1431.0
Beskids,2060.0
Beskiden,2060.0
Montañas Beskides,2060.0
Monti Beschidi,2060.0
Beskides,2060.0
Beskiden,2060.0
Beskidy,2060.0
Beskides,2060.0
Бескиды,2060.0
贝斯基德山,2060.0
Calico Mountains (California),1368.86
Canby Mountains,1505.0
جبال القيوط,734.0
Coyote Mountains,734.0
Dovrefjell,2286.0
Dovrefjell,2286.0
Dovrefjell,2286.0
Dovrefjell,2286.0
Доврефьелль,2286.0
Eldon Range,1440.0
Eldon Range,1440.0
Huy (Höhenzug),314.0
Huy (pasmo w Niemczech),314.0
Huy (hills),314.0
Kaiser Mountains,2344.0
Kaisergebirge,2344.0
Montes del Kaiser,2344.0
Kaisergebirge,2344.0
Monti del Kaiser,2344.0
Kaisergebergte,2344.0
Kaisergebirge,2344.0
Montes do Kaiser,2344.0
凱撒山脈,2344.0
Loma Mountains,1945.0
Loma Mountains,1945.0
Monts Loma,1945.0
Monti Loma,1945.0
Loma (góry),1945.0
Montanhas Loma,1945.0
洛馬山脈,1945.0
Mackenzie Mountains,2972.0
Mackenzie Mountains,2972.0
Monts Mackenzie,2972.0
Monti Mackenzie,2972.0
Góry Mackenzie,2972.0
Маккензи (горы),2972.0
Mule Mountains (California),378.0
Palmetto Mountains,2831.0
Queen Elizabeth Ranges,3268.0
Retezat-Gebirge,2509.0
Retezat Mountains,2509.0
Masyw Retezat,2509.0
雷泰扎特山脈,2509.0
Rif,2455.0
جبال الريف,2455.0
Rif (Gebirgszug),2455.0
Rif,2455.0
Rif,2455.0
Rif,2455.0
Rifgebergte,2455.0
リーフ地方,2455.0
Rif,2455.0
Rife,2455.0
Эр-Риф,2455.0
里夫山脈,2455.0
Rodman Mountains,1323.0
San Jacinto Mountains,3302.3
San Jacinto Mountains,3302.3
Sierra de San Jacinto,3302.3
Monts San Jacinto,3302.3
サンジャシント山脈,3302.3
San Jacinto Mountains,3302.3
Сан-Хасинто (хребет),3302.3
Teshio Mountains,1031.5
Monts Teshio,1031.5
天塩山地,1031.5
Góry Teshio,1031.5
Setesdalsheiene,1507.0
Stack's Mountains,355.0
Villgraten Mountains,2962.0
Villgratner Berge,2962.0
Monti del Villgraten,2962.0
Villgratengroep,2962.0
Villgratner Berge,2962.0
維爾格拉滕山脈,2962.0
Bear Lodge Mountains,2024.0
Beezley Hills,879.7
Ilmengebirge,754.0
Montes Ilmen,754.0
Monts Ilmen,754.0
Ilmenbergen,754.0
Ильменские горы,754.0
Ilmensky Mountains,754.0
Jestřebí hory,739.0
Jestřebí hory,739.0
Kondelwald,477.5
Kondelwald,477.5
Rabengebirge,881.0
Góry Krucze,881.0
Krucze Mountains,881.0
Makhonjwa Mountains,1800.0
Mogods,510.0
Mogods,510.0
Quramagebirge,3769.0
Monti Kurama,3769.0
Góry Kuramińskie,3769.0
Кураминский хребет,3769.0
Qurama Mountains,3769.0
Hochdnister-Beskiden,1024.0
Góry Sanocko-Turczańskie,1024.0
Верхнеднестровские Бескиды,1024.0
Sanok-Turka Mountains,1024.0
Tamrau Mountains,2501.0
Chaîne Osborn,1757.0
Osborn Range,1757.0
Selamiut Range,1652.0
Belluneser Alpen,2472.0
Prealpi Bellunesi,2472.0
Prealpy Belluńskie,2472.0
Pré-Alpes de Belluno,2472.0
Bellunes Alps,2472.0
Fiemme Mountains,2847.0
Fleimstaler Alpen,2847.0
Alpes de Fiemme,2847.0
Dolomiti di Fiemme,2847.0
Dolomiti di Fiemme,2847.0
Dolomitas de Fiemme,2847.0
菲梅山脈,2847.0
Vicentine Alps,2336.0
Vizentiner Alpen,2336.0
Préalpes vicentines,2336.0
Prealpi Vicentine,2336.0
Prealpi Vicentine,2336.0
Pré-Alpes de Vicenza,2336.0
維琴察阿爾卑斯山脈,2336.0
Ardennes and Eifel,747.0
