http://dbpedia.org/ontology/Athlete,http://dbpedia.org/ontology/weight
Tero Leinonen,86637.6
Terri Stickles,68040.0
Terri Stickles,68040.0
Terri Stickles,68040.0
Tertius Losper,85276.8
Tertius Losper,85276.8
Tertius Losper,85276.8
ボディガー,100000.0
The Bodyguard (wrestler),100000.0
Thomas Holzmann,79833.6
Thomas Holzmann,79833.6
Thomas Koch (Eishockeyspieler),78926.4
Thomas Koch,78926.4
Thomas Koch,78926.4
"Кох, Томас (хоккеист)",78926.4
Thomas Koch (ice hockey),78926.4
Thomas Lange,89000.0
Thomas Lange,89000.0
Thomas Lange,89000.0
Thomas Lange,89000.0
Thomas Lange,89000.0
Thomas Lange,89000.0
Thomas Lange,89000.0
"Ланге, Томас",89000.0
Thomas Lièvremont,111130.0
Thomas Lièvremont,111130.0
Thomas Lièvremont,111130.0
Thomas Makinson,93000.0
Thomas Rundqvist,88905.6
Thomas Rundqvist,88905.6
Thomas Rundqvist,88905.6
"Рундквист, Томас",88905.6
Thretton Palamo,106596.0
Thretton Palamo,106596.0
Tim Donnelly,83000.0
Tim Donnelly (rugby union),83000.0
تيم منا,110000.0
Tim Mannah,110000.0
Tim Robinson (rugby league),104000.0
Tineke Hidding,62000.0
Tineke Hidding,62000.0
Tineke Hidding,62000.0
Tineke Lagerberg,55000.0
Tineke Lagerberg,55000.0
Tineke Lagerberg,55000.0
Tineke Lagerberg,55000.0
Tineke Lagerberg,55000.0
Tineke Lagerberg,55000.0
Tirfi Tsegaye,52000.0
Tirfi Tsegaye,52000.0
Tirfi Tsegaye,52000.0
Тирфи Цегайе,52000.0
Tirfi Tsegaye,52000.0
Toby Haenen,84000.0
Tom Evenson,60000.0
Tom Evenson,60000.0
Thomas Evenson,60000.0
Tom Evenson,60000.0
トーマス・エヴェンソン,60000.0
Thomas Evenson,60000.0
"Эвенсон, Томас",60000.0
Tom Kleinschmidt,99792.0
Tom McBreen,69854.4
Tom McBreen,69854.4
Tom McBreen,69854.4
Tom McGrattan,77112.0
Tomás Vallejos Cinalli,113000.0
Tomas Vallejos Cinalli,113000.0
Tommy Anderson,79380.0
Tommy Anderson (ice hockey),79380.0
Tommy Anderson,79380.0
Tomomi Abiko,53000.0
我孫子智美,53000.0
Tomomi Abiko,53000.0
我孙子智美,53000.0
Tomomi Abiko,53000.0
Tomomi Morita,68000.0
Tomomi Morita,68000.0
Tomomi Morita,68000.0
森田智己,68000.0
Tomomi Morita,68000.0
Tomomi Morita,68000.0
森田智己,68000.0
Tomáš Hyka,72122.4
Tomáš Nosek,91173.6
"Рахунек, Томаш",87998.4
Tomáš Rachůnek,87998.4
Tomáš Svoboda (ice hockey),84823.2
Tomáš Vlasák,79380.0
Tomáš Vlasák,79380.0
Tomáš Vlasák,79380.0
"Власак, Томаш",79380.0
Tomáš Vlasák,79380.0
Tony McKegney,90720.0
Tony McQuay,71668.8
Tony McQuay,71668.8
Tony McQuay,71668.8
トニー・マッケイ,71668.8
Tony McQuay,71668.8
Tony McQuay,71668.8
"Маккей, Тони",71668.8
Tony McQuay,71668.8
Tony Price,86184.0
Tony Price,86184.0
Tony Price (basketball),86184.0
تورنيكي شينغيليا,108864.0
Tornike Schengelia,108864.0
Tornike Shengelia,108864.0
Tornike Shengelia,108864.0
Tornik'e Shengelia,108864.0
Tornike Szengelia,108864.0
Tornike Shengelia,108864.0
"Шенгелия, Торнике",108864.0
Tornike Shengelia,108864.0
Trajko Rajković,96000.0
Trajko Rajković,96000.0
Trajko Rajković,96000.0
Trajko Rajković,96000.0
Trajko Rajković,96000.0
Travin Dural,87091.2
Travis Knight,106596.0
Travis Knight (basketball),106596.0
Travis Knight (cestista),106596.0
Travis Knight,106596.0
Travis Knight,106596.0
Travis Knight,106596.0
特拉维斯·奈特,106596.0
Trayvon Bromell,71215.2
Trayvon Bromell,71215.2
Trayvon Bromell,71215.2
Trayvon Bromell,71215.2
Trayvon Bromell,71215.2
Trayvon Bromell,71215.2
"Бромелл, Трэйвон",71215.2
Trayvon Bromell,71215.2
Tripp Schwenk,78926.4
Tripp Schwenk,78926.4
Tripp Schwenk,78926.4
Tripp Schwenk,78926.4
Zwetan Sokolow,108000.0
Tsvetan Sokolov,108000.0
Cvetan Sokolov,108000.0
Tsvetan Sokolov,108000.0
ツヴェタン・ソコロフ,108000.0
Cwetan Sokołow,108000.0
茨維坦·索科洛夫,108000.0
Tsvetan Sokolov,108000.0
Zwetanka Christowa,85000.0
Tsvetanka Khristova,85000.0
Tsvetanka Hristova,85000.0
Cvetanka Christova,85000.0
ツベタンカ・フリストワ,85000.0
Tsvetanka Khristova,85000.0
Cwetanka Christowa,85000.0
"Христова, Цветанка",85000.0
Tuffy Thompson,78019.2
Tuomas Suominen,92080.8
Tuomas Suominen,92080.8
Tuomas Suominen,92080.8
Tyler Larter,83916.0
Tyler Redenbach,87998.4
Tyler Winklevoss,99792.0
Tyler Winklevoss,99792.0
Tyler Winklevoss,99792.0
Tyler Winklevoss,99792.0
تيريس رايس,86184.0
Tyrese Rice,86184.0
Tyrese Rice,86184.0
Tyrese Rice,86184.0
Tyrese Rice,86184.0
Tyrese Rice,86184.0
Tyrese Rice,86184.0
"Райс, Тайрис",86184.0
Tyrese Rice,86184.0
Vahafolau Esikia,95256.0
"Walentin Christow (Gewichtheber, 1956)",107000.0
"Христов, Валентин (род. 1956)",107000.0
"Valentin Hristov (weightlifter, born 1956)",107000.0
Valentin Xristov,62000.0
Valentin Hristov (haltérophile azerbaïdjanais),62000.0
Valentin Hristov,62000.0
Walentin Christow (ur. 1994),62000.0
"Христов, Валентин Снежов",62000.0
瓦伦丁·赫里斯托夫,62000.0
"Valentin Hristov (weightlifter, born 1994)",62000.0
バリエンテ,92000.0
Valiente (wrestler),92000.0
Valtteri Virkkunen,75751.2
Valtteri Virkkunen,75751.2
Vanya Marinova,52000.0
Wenelin Wenkow,55000.0
Venelin Venkov,55000.0
Venson Hamilton,115668.0
Venson Hamilton,115668.0
Venson Hamilton,115668.0
Venson Hamilton,115668.0
Venson Hamilton,115668.0
Vera Begić,70000.0
Vera Begić,70000.0
Vera Begić,70000.0
Viatcheslav Gratchiov,107957.0
"Грачёв, Вячеслав Иванович",107957.0
Viacheslav Grachev,107957.0
Victor Matfield,110000.0
Victor Matfield,110000.0
Victor Matfield,110000.0
Victor Matfield,110000.0
Victor Matfield,110000.0
Victor Matfield,110000.0
Wiktor Wladimirowitsch Antipin,78926.4
Viktor Antipine,78926.4
Wiktor Antipin,78926.4
"Антипин, Виктор Владимирович",78926.4
Viktor Antipin,78926.4
Viktória Rédei-Soós,66000.0
"Редеи Шоош, Виктория",66000.0
Viktória Rédei Soós,66000.0
Viliame Iongi,82000.0
Viliame Iongi,82000.0
Viliame Satala,95256.0
Viliame Satala,95256.0
Viliame Satala,95256.0
Viliame Veikoso,101000.0
Viliame Waqaseduadua,82000.0
Viliame Waqaseduadua,82000.0
Vincent LoVerde,91173.6
Vincent Matthews (athlete),81000.0
Vince Matthews,81000.0
Vincent Matthews,81000.0
Vincent Matthews,81000.0
Vincent Matthews,81000.0
ヴィンセント・マシューズ,81000.0
Vince Matthews,81000.0
Vincent Matthews,81000.0
Vincent Matthews,81000.0
"Мэттьюз, Винсент",81000.0
Wladimir Jurjewitsch Antipin,92080.8
Vladimir Antipine,92080.8
Władimir Antipin,92080.8
"Антипин, Владимир Юрьевич",92080.8
Vladimir Antipin,92080.8
Vladimir Grbić,87000.0
Vladimir Grbić,87000.0
Vladimir Grbić,87000.0
Vladimir Grbić,87000.0
ウラジミール・グルビッチ,87000.0
Vladimir Grbić,87000.0
Vladimir Grbić,87000.0
"Грбич, Владимир",87000.0
فلاديمير سالنيكوف,74000.0
Wladimir Walerjewitsch Salnikow,74000.0
Vladimir Salnikov,74000.0
Vladimir Salnikov,74000.0
Vladimir Salnikov,74000.0
Vladimir Sal'nikov,74000.0
ウラジミール・サルニコフ,74000.0
Vladimir Salnikov,74000.0
Władimir Salnikow,74000.0
Vladimir Salnikov,74000.0
"Сальников, Владимир Валерьевич",74000.0
Uladsimir Weramejenka,107000.0
Vladimir Veremeenko,107000.0
Vladimir Veremeenko,107000.0
Uladzimir Verameenka,107000.0
Vladimir Veremeenko,107000.0
ウラジミール・ヴェレミエンコ,107000.0
Vladimir Veremeenko,107000.0
Uładzimir Wieramiejenka,107000.0
"Веремеенко, Владимир Владимирович",107000.0
Wladimir Alexandrowitsch Scharkow,84823.2
Vladimir Jarkov,84823.2
Władimir Żarkow,84823.2
"Жарков, Владимир Александрович",84823.2
Vladimir Zharkov,84823.2
Vlastibor Konečný,75000.0
Vlastibor Konečný,75000.0
Vlastibor Konečný,75000.0
Vlastibor Konečný,75000.0
Wade Helliwell,118000.0
Wade Helliwell,118000.0
Wade Helliwell,118000.0
Walid Cherif,51000.0
Wang Qiang (martial artist),103874.0
Wang Ting (volleyball),68000.0
Wayne McBean,86184.0
Wayne McBean,86184.0
ويرنر أوتو,83000.0
Werner Otto (Radsportler),83000.0
Werner Otto,83000.0
Werner Otto (cyclist),83000.0
Werner Otto,83000.0
Werner Otto,83000.0
Werner Swanepoel,76204.8
Werner Swanepoel,76204.8
Werner Swanepoel,76204.8
William Clarke (Radsportler),81000.0
William Clarke,81000.0
William Clarke (cyclisme),81000.0
ウィリアム・クラーク (自転車選手),81000.0
Will Clarke,81000.0
William Clarke,81000.0
Will Clarke (cyclist),81000.0
وليام بيدفورد (كرة سلة),102060.0
William Bedford,102060.0
William Bedford (basketball),102060.0
William Bedford,102060.0
William Bedford,102060.0
William Bedford,102060.0
William Bedford,102060.0
William Bedford,102060.0
"Бедфорд, Уильям",102060.0
威廉·贝德福特,102060.0
William Njoku,89812.8
William Njoku,89812.8
William Njoku,89812.8
William Njoku,89812.8
Willie Sims (basketball),88452.0
Willie Thrower,82555.2
ウィリー・スローワー,82555.2
Wilma van Velsen,69000.0
Wilma van Velsen,69000.0
Wilma van Velsen,69000.0
Wilma van Velsen,69000.0
وسام حمام,107000.0
Wissem Hmam,107000.0
Wissem Hmam,107000.0
Wissem Hmam,107000.0
Wissem Hmam,107000.0
Wissem Hmam,107000.0
Wynand Olivier,93000.0
Wynand Olivier,93000.0
Wynand Olivier,93000.0
Yannick Lupien,90000.0
Yannick Lupien,90000.0
Yannick Lupien,90000.0
Juri Alexandrowitsch Alexandrow,83916.0
Yuri Alexandrov (ice hockey),83916.0
Iouri Aleksandrov,83916.0
Jurij Aleksandrow (hokeista),83916.0
"Александров, Юрий Александрович",83916.0
Zach McKelvie,84823.2
Zdeněk Skořepa,92080.8
Zellio Toppazzini,81648.0
Zhang Guowei (Hochspringer),77000.0
Zhang Guowei,77000.0
Zhang Guowei,77000.0
Zhang Guowei (ur. 1991),77000.0
Чжан Говэй,77000.0
张国伟 (跳高运动员),77000.0
Zhang Guowei (high jumper),77000.0
Zhirair Hovhannisian,66000.0
Zhirayr Hovhannisyan,66000.0
Zigmas Jukna,86000.0
Zigmas Jukna,86000.0
"Юкна, Зигмас Пранович",86000.0
Zigmas Jukna,86000.0
Zoe Smith,58000.0
Zoe Smith,58000.0
Zoe Smith,58000.0
Zomilla Hegyi,59000.0
Zomilla Hegyi,59000.0
Zornitsa Marinova,52000.0
"Маринова, Зорница",52000.0
Zornitsa Marinova,52000.0
Zsanett Borbély,75000.0
Zsolt Balla,97000.0
Zuzana Moravčíková,59875.2
Örn Arnarson,87091.2
Örn Arnarson,87091.2
Örn Arnarson,87091.2
Örn Arnarson,87091.2
Örn Arnarson,87091.2
Эдн Арнарсон,87091.2
Štěpán Hřebejk,79380.0
Štěpán Hřebejk,79380.0
Štěpán Hřebejk,79380.0
Žiga Jeglič,79833.6
Žiga Jeglič,79833.6
Žiga Jeglič,79833.6
"Еглич, Жига",79833.6
Žiga Jeglič,79833.6
Žiga Pance,88905.6
Žiga Pance,88905.6
Žiga Pance,88905.6
"Панце, Жига",88905.6
Žiga Pance,88905.6
Žiga Pavlin,97070.4
Žiga Pavlin,97070.4
"Павлин, Жига",97070.4
Žiga Pavlin,97070.4
Anthony England,111000.0
Bill Barilko,81648.0
Bill Barilko,81648.0
Bill Barilko,81648.0
"Барилко, Билл",81648.0
Bob Charles (golfer),79000.0
Bob Charles,79000.0
Bob Charles,79000.0
ボブ・チャールズ,79000.0
Bob Charles (golfer),79000.0
Brent Barry,94802.4
برنت باري,94802.4
Brent Barry,94802.4
Brent Barry,94802.4
Brent Barry,94802.4
Brent Barry,94802.4
ブレント・バリー,94802.4
Brent Barry,94802.4
Brent Barry,94802.4
"Бэрри, Брент",94802.4
布伦特·巴里,94802.4
Bryan Trottier,88452.0
Bryan Trottier,88452.0
Bryan Trottier,88452.0
ブライアン・トロティエ,88452.0
Bryan Trottier,88452.0
Bryan Trottier,88452.0
"Тротье, Брайан",88452.0
Bryan Trottier,88452.0
Bull Buchanan,124740.0
Barry Buchanan,124740.0
Barry Buchanan,124740.0
Barry Buchanan,124740.0
バリー・ブキャナン,124740.0
Barry Buchanan,124740.0
Barry Buchanan,124740.0
Charles Reidpath,76000.0
Charles Reidpath,76000.0
Charles Reidpath,76000.0
Charles Reidpath,76000.0
チャールズ・レイドパス,76000.0
Charles Reidpath,76000.0
Charles Reidpath,76000.0
"Рейдпат, Чарльз",76000.0
Chris Laidlaw,78000.0
Chris Laidlaw,78000.0
Chris Laidlaw,78000.0
Clarence Mason,77112.0
Colette Besson,58000.0
Colette Besson,58000.0
Colette Besson,58000.0
Colette Besson,58000.0
Colette Besson,58000.0
コレット・ベッソン,58000.0
Colette Besson,58000.0
Colette Besson,58000.0
Colette Besson,58000.0
"Бессон, Колетт",58000.0
Denise Lewis,64000.0
Denise Lewis,64000.0
Denise Lewis,64000.0
Denise Lewis,64000.0
Denise Lewis,64000.0
デニーズ・ルイス,64000.0
Denise Lewis,64000.0
Denise Lewis,64000.0
Denise Lewis,64000.0
Drew Barry,86637.6
درو باري,86637.6
Drew Barry,86637.6
Drew Barry,86637.6
德鲁·巴里,86637.6
"Бэрри, Дрю",86637.6
Edith McGuire,59000.0
Edith McGuire,59000.0
Edith McGuire,59000.0
Edith McGuire,59000.0
Edith McGuire,59000.0
エディス・マガイヤー,59000.0
Edith McGuire,59000.0
Edith McGuire,59000.0
Edith McGuire,59000.0
George Hainsworth,68040.0
George Hainsworth,68040.0
George Hainsworth,68040.0
George Hainsworth,68040.0
"Хэйнсуорт, Джордж",68040.0
Jim Craig (ice hockey),86184.0
Jim Craig (Eishockeyspieler),86184.0
Jim Craig (hockey sur glace),86184.0
ジム・クレイグ (アイスホッケー),86184.0
Jim Jackson (basketball),99792.0
جيم جاكسون (كرة سلة),99792.0
Jim Jackson (Basketballspieler),99792.0
Jim Jackson,99792.0
Jim Jackson (basket-ball),99792.0
Jim Jackson (cestista),99792.0
ジミー・ジャクソン,99792.0
Jim Jackson,99792.0
"Джексон, Джим",99792.0
吉姆·杰克逊,99792.0
Joe Hall,79380.0
Joe Hall,79380.0
Joe Hall,79380.0
ジョー・ホール,79380.0
Joe Nieuwendyk,88452.0
Joe Nieuwendyk,88452.0
Joe Nieuwendyk,88452.0
Joe Nieuwendyk,88452.0
Joe Nieuwendyk,88452.0
"Нуиндайк, Джо",88452.0
John Kordic,95256.0
John Kordic,95256.0
Jon Barry,88452.0
جون باري,88452.0
Jon Barry,88452.0
Jon Barry,88452.0
Jon Barry,88452.0
琼·巴里,88452.0
"Бэрри, Джон (баскетболист)",88452.0
كريستين أوتو,70000.0
Kristin Otto,70000.0
Kristin Otto,70000.0
Kristin Otto,70000.0
Kristin Otto,70000.0
Kristin Otto,70000.0
クリスティン・オットー,70000.0
Kristin Otto,70000.0
Kristin Otto,70000.0
Kristin Otto,70000.0
"Отто, Кристин",70000.0
克里斯汀·奥托,70000.0
Lillian Copeland,59000.0
Lillian Copeland,59000.0
Lillian Copeland,59000.0
Lillian Copeland,59000.0
リリアン・コープランド,59000.0
Lillian Copeland,59000.0
Lillian Copeland,59000.0
Lillian Copeland,59000.0
"Коупленд, Лилиан",59000.0
Marty Liquori,70000.0
Marty Liquori,70000.0
Marty Liquori,70000.0
Mike Knuble,106596.0
Mike Knuble,106596.0
Mike Knuble,106596.0
"Кнубл, Майк",106596.0
Nikolai Khabibulin,94348.8
Nikolai Iwanowitsch Chabibulin,94348.8
Nikolaï Khabibouline,94348.8
Nikołaj Chabibulin,94348.8
"Хабибулин, Николай Иванович",94348.8
Red Dutton,83916.0
Red Dutton,83916.0
Norman Dutton,83916.0
Red Dutton,83916.0
Richard Zedník,88905.6
Richard Zedník,88905.6
Richard Zedník,88905.6
"Зедник, Рихард",88905.6
Richard Zedník,88905.6
Sergei Zubov,89812.8
Sergei Alexandrowitsch Subow,89812.8
Sergueï Zoubov,89812.8
Sergej Zubov,89812.8
Siergiej Zubow,89812.8
"Зубов, Сергей Александрович",89812.8
Tegla Loroupe,40000.0
Tegla Loroupe,40000.0
Tegla Loroupe,40000.0
Tegla Loroupe,40000.0
テグラ・ロルーペ,40000.0
Tegla Loroupe,40000.0
Tegla Loroupe,40000.0
Tegla Loroupe,40000.0
"Лорупе, Тегла",40000.0
Tom Simpson,69000.0
توم سيمبسون,69000.0
Tom Simpson (Radrennfahrer),69000.0
Tom Simpson,69000.0
Tom Simpson,69000.0
Tom Simpson,69000.0
Tom Simpson,69000.0
トム・シンプソン,69000.0
Tom Simpson,69000.0
"Симпсон, Том",69000.0
Tom Simpson (ciclista),69000.0
Éric Dazé,106596.0
Éric Dazé,106596.0
Éric Dazé,106596.0
"Дазе, Эрик",106596.0
آدم روز,99792.0
Ray Leppan,99792.0
Adam Rose,99792.0
Ray Leppan,99792.0
レイ・レッパン,99792.0
Ray Leppan,99792.0
Raymond Leppan,99792.0
Adam Rose,99792.0
"Роуз, Адам",99792.0
Adam Rose,99792.0
عدنان طعيس,78000.0
Adnan Taess Akkar,78000.0
Adnan Taess,78000.0
أحمد القضماني,70000.0
Ahmed Al-Kudmani,70000.0
أحمد سمتر,108864.0
Ahmed Samater,108864.0
علي دورقي,106596.0
Ali Doraghi,106596.0
Ali Doraghi,106596.0
Ali Doraghi,106596.0
Ali Doraghi,106596.0
ألكسندرا جيراسيمينيا,55000.0
Aliaxandra Herasimenia,55000.0
Aliaksandra Herasimenia,55000.0
Aljaksandra Herasimenja,55000.0
Aleksandra Gerasimenia,55000.0
Alaksandra Hierasimienia,55000.0
Aleksandra Gerasimenya,55000.0
"Герасименя, Александра Викторовна",55000.0
Aliaksandra Herasimenia,55000.0
أسماء الغاوي,60000.0
Asma Elghaoui,60000.0
Asma Elghaoui,60000.0
بدر المهنا,72000.0
Bader Al-Muhana,72000.0
بو دالاس,106142.0
Bo Dallas,106142.0
Taylor Rotunda,106142.0
Bo Dallas,106142.0
Taylor Rotunda,106142.0
テイラー・ロタンダ,106142.0
Taylor Rotunda,106142.0
Bo Dallas,106142.0
Bo Dallas,106142.0
Бо Даллас,106142.0
波·達勒斯,106142.0
Bo Dallas,106142.0
سي جي باركر,99792.0
Joe Robinson,99792.0
Joe Robinson (catch),99792.0
ジョー・ロビンソン,99792.0
CJ Parker,99792.0
كورت هوكينز,101153.0
Curt Hawkins,101153.0
Brian Myers,101153.0
Brian Myers,101153.0
Curt Hawkins,101153.0
ブライアン・マイヤーズ,101153.0
Curt Hawkins,101153.0
Curt Hawkins,101153.0
Curt Hawkins,101153.0
Curt Hawkins,101153.0
Курт Хоукинс,101153.0
كورتيس اكسل,103421.0
Curtis Axel,103421.0
Joe Hennig,103421.0
Joseph Hennig,103421.0
Curtis Axel,103421.0
ジョー・ヘニング,103421.0
Joe Hennig,103421.0
Curtis Axel,103421.0
Curtis Axel,103421.0
"Хенниг, Джо",103421.0
Curtis Axel,103421.0
柯爾提斯·艾克賽爾,103421.0
إشراف عبد الله,69000.0
Echraf Abdallah,69000.0
Echraf Abdallah,69000.0
إبيكو,104328.0
Orlando Colón,104328.0
Orlando Colón,104328.0
Orlando Colón,104328.0
オーランド・コロン,104328.0
Orlando Colón,104328.0
Epico,104328.0
"Колон, Орландо",104328.0
Epico,104328.0
إيريك رون,142884.0
Erick Rowan,142884.0
Erick Rowan,142884.0
Erick Rowan,142884.0
Erick Rowan,142884.0
ジョセフ・ルード,142884.0
Joseph Ruud,142884.0
Erick Rowan,142884.0
Erick Rowan,142884.0
"Роуэн, Эрик",142884.0
埃爾伊克·洛望,142884.0
Erick Rowan,142884.0
فين بالور,86184.0
Fergal Devitt,86184.0
Fergal Devitt,86184.0
Finn Bálor,86184.0
Finn Bálor,86184.0
Finn Bálor,86184.0
ファーガル・デヴィット,86184.0
Finn Bálor,86184.0
Finn Bálor,86184.0
Finn Bálor,86184.0
Финн Балор,86184.0
هونيكو,92988.0
Jorge Arias,92988.0
Hunico,92988.0
Sin Cara (Hunico),92988.0
ホルヘ・アリアス,92988.0
Jorge Arias,92988.0
Hunico,92988.0
Hunico,92988.0
Унико,92988.0
إيناس الجوادي,70000.0
Ines Jaouadi,70000.0
Ines Jaouadi,70000.0
Ines Jaouadi,70000.0
جيسون جوردين,111132.0
Jason Jordan,111132.0
Jason Jordan,111132.0
Nathan Everhart,111132.0
Jason Jordan,111132.0
Jason Jordan,111132.0
Jason Jordan,111132.0
خالد بابا,60000.0
Khalid Baba,60000.0
كونر,121565.0
Ryan Parmeter,121565.0
Ryan Parmeter,121565.0
Konnor O'Brian,121565.0
ライアン・パーメーター,121565.0
Ryan Parmeter,121565.0
Konnor,121565.0
Konnor,121565.0
Konnor (wrestler),121565.0
康納·歐布萊恩 (摔角手),121565.0
لوك هاربر,124740.0
Luke Harper,124740.0
Luke Harper,124740.0
Luke Harper,124740.0
Luke Harper,124740.0
ジョン・フーバー,124740.0
Jon Huber,124740.0
Luke Harper,124740.0
Luke Harper,124740.0
Luke Harper,124740.0
Люк Харпер,124740.0
盧克·哈波爾,124740.0
مروى الذوادي,59000.0
Maroua Dhaouadi,59000.0
Maroua Dhaouadi,59000.0
منجي سوسي زروقي,66000.0
Mongi Soussi Zarrouki,66000.0
Mongi Soussi Zarrouki,66000.0
نسرين دوله,66000.0
Nesrine Daoula,66000.0
Nesrine Daoula,66000.0
وداد الكيلاني,68000.0
Ouided Kilani,68000.0
Ouided Kilani,68000.0
بات هيلي,70308.0
Pat Healy (lottatore),70308.0
パット・ヒーリー,70308.0
Pat Healy (lutador),70308.0
Pat Healy (fighter),70308.0
روح الله نيكبا,68000.0
Rohullah Nikpai,68000.0
Rohullah Nikpai,68000.0
Rohullah Nikpai,68000.0
Rohullah Nikpai,68000.0
ロフラ・ニクパイ,68000.0
Rohullah Nikpai,68000.0
Rohullah Nikpai,68000.0
Rohullah Nikpai,68000.0
"Никпай, Рохулла",68000.0
Rohullah Nikpai,68000.0
鲁胡拉·尼帕伊,68000.0
سعيد المطيري,65000.0
Saeed Al-Mutairi,65000.0
سميرة البيطار,60000.0
Sameera Al-Bitar,60000.0
سارة الفليج,72000.0
Sara Al-Flaij,72000.0
سيلفيا نافارو (لاعبة كرة يد),62000.0
Silvia Navarro Jiménez,62000.0
Silvia Navarro (handball),62000.0
Silvia Navarro,62000.0
Silvia Navarro (handebolista),62000.0
"Наварро Хименес, Сильвия",62000.0
Silvia Navarro (handballer),62000.0
سلطان الداودي,86000.0
Sultan Mubarak Al-Dawoodi,86000.0
Sultan Al-Dawoodi,86000.0
سمر راي,53524.8
Summer Rae,53524.8
Summer Rae,53524.8
Summer Rae,53524.8
Danielle Moinet,53524.8
Summer Rae,53524.8
Саммер Рэй,53524.8
Summer Rae,53524.8
تونيا كوتش,58000.0
Tonia Couch,58000.0
Tonia Couch,58000.0
Tonia Couch,58000.0
托妮亚·考奇,58000.0
فيكتور (مصارع),99338.4
Eric Thompson (luchador),99338.4
Rick Victor,99338.4
Eric Thompson (catcheur),99338.4
エリック・トンプソン,99338.4
Viktor,99338.4
Viktor,99338.4
瑞克·維克托,99338.4
Viktor (wrestler),99338.4
أكزافير وودز,92988.0
Xavier Woods,92988.0
Xavier Woods,92988.0
Xavier Woods,92988.0
Xavier Woods,92988.0
オースティン・ワトソン,92988.0
Xavier Woods,92988.0
Consequences Creed,92988.0
Xavier Woods,92988.0
Xavier Woods,92988.0
Aleksejs Širokovs,86184.0
"Широков, Алексей Александрович",86184.0
Aleksejs Širokovs,86184.0
Cléopâtre Darleux,72000.0
Cléopâtre Darleux,72000.0
Cléopâtre Darleux,72000.0
Dalibor Doder,80000.0
Dalibor Doder,80000.0
Dalibor Doder,80000.0
Dalibor Doder,80000.0
Dalibor Doder,80000.0
Dalibor Doder,80000.0
達里波爾·多德爾,80000.0
Dalibor Doder,80000.0
Illja Mate,100000.0
Illya Mate,100000.0
Illya Mate,100000.0
"Мате, Илья Фёдорович",100000.0
Ilya Mate,100000.0
Jiří Lanský,88000.0
Jiří Lanský,88000.0
Jiří Lanský,88000.0
Kim Bi-o,80740.8
Kim Bi-o,80740.8
Tom James (Rugbyspieler),103000.0
Tom James (rugby à XV),103000.0
Tom James (rugby player),103000.0
Adam Brideson,92000.0
Andre Wakefield,79380.0
Andre Wakefield,79380.0
Andre Wakefield,79380.0
Art Crews,108864.0
Billy Joe Booth,106596.0
Brandon Torrey,133812.0
バズ・タイラー,127462.0
Buzz Tyler,127462.0
Chartchai Chionoi,51000.0
チャチャイ・チオノイ,51000.0
Chartchai Chionoi,51000.0
Chartchai Chionoi,51000.0
"Чионой, Чарчай",51000.0
Chris Govedaris,90720.0
Chris Govedaris,90720.0
Clayton Pachal,83916.0
Clayton Pachal,83916.0
Clint Albright,81648.0
Daniel Lima,59875.2
Dave Pasin,97524.0
Dave Pasin,97524.0
Dave Pasin,97524.0
Dominic Peters,95254.4
Don Iverson,83916.0
Duane Harmer,86184.0
Edgar Brenchley,67132.8
Edgar Brenchley,67132.8
Elgin McCann,79380.0
Emre Batur,89000.0
Emre Batur,89000.0
Emre Batur,89000.0
Emre Batur,89000.0
Ievgueni Riabtchikov,84823.2
Evgeni Ryabchikov,84823.2
"Рябчиков, Евгений Юрьевич",84823.2
Gavin Cattle,85000.0
George Lehmann,81648.0
George Lehmann,81648.0
George Lehmann,81648.0
乔治·莱曼,81648.0
Gerry Davey,68040.0
Gerry Davey,68040.0
Gerry Davey,68040.0
Hamchétou Maïga-Ba,73483.2
Hamchétou Maïga,73483.2
Hamchétou Maïga,73483.2
Harold Phillipoff,99792.0
Ivan Huml,91627.2
Ivan Huml,91627.2
Ivan Huml,91627.2
Jamaine Winborne,91627.2
Jan Novák (Eishockeyspieler),85730.4
Jan Novák (ice hockey),85730.4
Jan Novák,85730.4
Jesse Young,102060.0
Jesse Young,102060.0
Jesse Young,102060.0
Jim Ridlon,82101.6
葛西純,88000.0
Jun Kasai,88000.0
Jun Kasai,88000.0
Lamont Bryan,101605.0
Les Anning,77112.0
Lloyd Ailsby,87998.4
Lucky Mulipola,94000.0
Meehan Bonnar,83916.0
Meehan Bonnar,83916.0
Michael Burak,118000.0
Mike Burak,118000.0
Moon Sung-kil,54000.0
Moon Sung-kil,54000.0
文成吉,54000.0
Moon Sung-kil,54000.0
Мун Сон Гиль,54000.0
Ray Martynuik,74844.0
Razija Mujanović,75000.0
Razija Mujanović,75000.0
Richard Seeley,98431.2
Richard Seeley,98431.2
Richie Karl,77112.0
Robert Cimetta,88452.0
Robert Cimetta,88452.0
Robert Cimetta,88452.0
Sharaud Curry,76658.4
Sharaud Curry,76658.4
Sharaud Curry,76658.4
Smiljan Pavič,106142.0
Tavis Hansen,99792.0
Tim Winitana,94000.0
Tomislav Cosković,93000.0
Tomislav Čošković,93000.0
Tomislav Čošković,93000.0
Walter Hodge,77112.0
Walter Hodge,77112.0
Walter Hodge,77112.0
Walter Hodge,77112.0
Walter Hodge,77112.0
Walter Hodge,77112.0
