http://dbpedia.org/ontology/Wrestler,http://dbpedia.org/ontology/height
John Pesek,1.8288
Jonathan Boyd,1.8542
José Estrada Sr.,1.7
カルロス・ホセ・エストラーダ,1.7
Lizmark,1.73
Lizmark,1.73
リスマルク,1.73
Morgus the Maniac,1.905
Mr. Wrestling II,1.8288
Mr. Wrestling II,1.8288
Mr. Wrestling II,1.8288
Mr. Wrestling II,1.8288
ジョニー・ウォーカー (プロレスラー),1.8288
Phil Apollo,1.778
Rafael Halperin,1.524
Ray Odyssey,1.778
Ruffy Silverstein,1.778
Scott Casey,1.8288
スコット・ケーシー,1.8288
Shigeru Akabane,1.2192
リトル・トーキョー (プロレスラー),1.2192
Takashi Iizuka,1.81
Takashi Iizuka,1.81
Takashi Iizuka (catcheur),1.81
飯塚高史,1.81
The Roadblock,2.0828
Tommy Cairo,1.905
Vic Steamboat,1.8288
Bobby Jaggers,1.8288
Bobby Jaggers,1.8288
ボビー・ジャガーズ,1.8288
Luigi Montagna,1.524
Bull Montana,1.524
Bull Montana,1.524
Chicky Starr,1.8034
Chicky Starr,1.8034
Takashi Yoshida,1.78
Cyber Kong,1.78
サイバー・コング,1.78
Dirty Dennis Allen,1.778
Tatsuki Fuji,1.75
Don Fujii,1.75
ドン・フジイ,1.75
William Cobb,1.8542
Happy Humphrey,1.8542
Joe Acton,1.651
Kenichiro Arai,1.75
Keni'chiro Arai,1.75
新井健一郎,1.75
Kohei Sato,1.93
Kohei Sato,1.93
佐藤耕平,1.93
Nick Berk,1.778
ニック・バーク,1.778
Ryusuke Taguchi,1.8
Ryusuke Taguchi,1.8
田口隆祐,1.8
Spiros Arion,1.9558
スパイロス・アリオン,1.9558
The Great Wojo,1.8288
Yūki Ōno,1.65
Yūki Ōno,1.65
大野勇樹,1.65
Toyonari Fujita,1.73
Magnitude Kishiwada,1.73
マグニチュード岸和田,1.73
Steve Casey,1.9304
Yvon Robert,1.8288
プリンセサ・ブランカ,1.74
Princesa Blanca,1.74
Argentina Apollo,1.778
アルゼンチン・アポロ,1.778
Argentina Apollo,1.778
Ashley Miller (wrestler),1.651
Ashley Miller,1.651
Audrey Marie,1.651
Bob McMaster,1.524
Charles Betts,1.7272
Chad Gable,1.7272
Chas Betts,1.7272
チャズ・ベッツ,1.7272
Chad Gable,1.7272
Chad Gable,1.7272
Chad Gable,1.7272
David Tremblay,1.62
David Tremblay,1.62
エル・イホ・デ・ドス・カラス,1.85
El Hijo de Dos Caras,1.85
Angel Reece,1.778
ヘイリー・ヘイトレッド,1.778
Hailey Hatred,1.778
Hans Antonsson,1.79
Hans Antonsson,1.79
"Антонссон, Ханс",1.79
Hans Antonsson,1.79
Joe Blanchard,1.8288
Július Strnisko,1.88
Július Strnisko,1.88
"Стрниско, Юлиус",1.88
Július Strnisko,1.88
Leah Callahan,1.61
Leah Callahan,1.61
Rahman Bilici,1.6
Rahman Bilici,1.6
Allysin Kay,1.778
Allysin Kay,1.778
アリシン・ケイ,1.778
Sienna (wrestler),1.778
İbrahim Bölükbaşı,1.87
İbrahim Bölükbaşı,1.87
Chiharu Watanabe,1.63
松山勘十郎,1.63
Kanjyuro Matsuyama,1.63
Kazuya Yuasa,1.76
湯浅和也,1.76
Kazuya Yuasa,1.76
Daisuke Nakae,1.74
拳王 (プロレスラー),1.74
Kenoh,1.74
Kesen Numajiro,1.73
気仙沼二郎,1.73
Kesen Numajiro,1.73
Kinya Oyanagi,1.72
大柳錦也,1.72
Kinya Oyanagi,1.72
Masao Kimura,1.8542
ラッシャー木村,1.8542
Rusher Kimura,1.8542
Cedric Alexander,1.778
Cedric Alexander,1.778
Cedric Alexander,1.778
Chris Melendez,1.905
Craig Pilling,1.524
Craig Pilling,1.524
Dasher Hatfield,1.8288
Hechicero,1.76
Ike Okoli,1.8288
Loco Max,1.7
Mahdi Aliyari,1.92
Mahdi Alijari Fejzabadi,1.92
Mehdi Aliyari,1.92
Pentagón Jr.,1.8034
Pentagón Jr.,1.8034
Pentagón Jr.,1.8034
Rampage Brown,1.8542
Rebecca Muambo,1.2192
Rebecca Muambo,1.2192
麗貝卡·穆安博,1.2192
Rebecca Muambo,1.2192
Rocky Reynolds,1.7272
Subhash Verma,1.8
Subhash Verma,1.8
Virender Singh (Thakran),1.72
Darryl Sharma,1.8288
Gilberto Gramellini,1.62
Jose Luis Rivera,1.8796
Michelle Fazzari,1.73
Michelle Fazzari,1.73
Sombrita,1.55
佐藤多美治,1.61
Tamiji Sato,1.61
安川結花,1.64
"Ясукава, Акт",1.64
Act Yasukawa,1.64
Austin Matelson,1.9558
Judas Devlin,1.9558
オースティン・マテルソン,1.9558
Austin Matelson,1.9558
Dauren Kurugliev,1.78
ドノヴァン・ダイジャック,2.0066
Donovan Dijak,2.0066
Hideki Suzuki,1.91
鈴木秀樹 (プロレスラー),1.91
Hideki Suzuki,1.91
Jonnie Stewart,1.8542
Marti Bell,1.651
Octagoncito,1.33
Ranjin Singh (wrestling),1.7526
Ricky Mandel,1.8288
Dusty Wolfe,1.8034
Andy Wu,1.7018
アンディ・ウー,1.7018
Andy Wu,1.7018
Angel Cotto,1.7272
Bobby Shane,1.7526
Bobby Sharp,1.8288
フラミータ,1.7
Flamita,1.7
Groon XXX,1.83
Ian Riccaboni,1.8288
黒潮二郎,1.8034
Jiro Kuroshio,1.8034
Jiro Kuroshio,1.8034
John Michael Meek,1.8796
Laura James (wrestler),1.6002
Liam Slater,1.778
Matt Myers (wrestler),1.8542
كريس هاريس,1.8796
Chris Harris (wrestler),1.8796
Chris Harris (Wrestler),1.8796
Chris Harris (luchador),1.8796
Chris Harris,1.8796
Chris Harris (wrestler),1.8796
Chris Harris (worstelaar),1.8796
Chris Harris,1.8796
Manami Toyota,1.67
Manami Toyota,1.67
Manami Toyota,1.67
豊田真奈美,1.67
Tully Blanchard,1.778
Tully Blanchard,1.778
Tully Blanchard,1.778
Tully Blanchard,1.778
Tully Blanchard,1.778
タリー・ブランチャード,1.778
Tully Blanchard,1.778
Verne Gagne,1.8034
Verne Gagne,1.8034
Verne Gagne,1.8034
Verne Gagne,1.8034
Verne Gagne,1.8034
バーン・ガニア,1.8034
Verne Gagne,1.8034
Verne Gagne,1.8034
A.J. Petrucci,1.8796
Angela Fong,1.651
アンジェラ・フォン,1.651
Angela Fong,1.651
Angela Fong,1.651
Angela Fong,1.651
Marco Jaggi,1.8034
アーレス (プロレスラー),1.8034
Ares (wrestler),1.8034
أرن أندرسون,1.8542
Arn Anderson,1.8542
Arn Anderson,1.8542
Arn Anderson,1.8542
Arn Anderson,1.8542
Arn Anderson,1.8542
アーン・アンダーソン,1.8542
Arn Anderson,1.8542
Arn Anderson,1.8542
B. Brian Blair,1.8542
B. Brian Blair,1.8542
ブライアン・ブレアー,1.8542
ベアキャット・ライト,1.9812
Bearcat Wright,1.9812
Bill White (wrestler),1.8542
Billy Kidman,1.778
Billy Kidman,1.778
Billy Kidman,1.778
Billy Kidman,1.778
Billy Kidman,1.778
ビリー・キッドマン,1.778
Billy Kidman,1.778
Billy Kidman,1.778
Billy Kidman,1.778
Brad Anderson (wrestler),1.8542
Brian Kendrick,1.7272
Brian Kendrick,1.7272
Brian Kendrick,1.7272
Brian Kendrick,1.7272
Brian Kendrick,1.7272
ブライアン・ケンドリック,1.7272
Brian Kendrick,1.7272
Brian Kendrick,1.7272
Brian Kendrick,1.7272
Buddy Rogers (wrestler),1.8796
Buddy Rogers (Wrestler),1.8796
Buddy Rogers,1.8796
Buddy Rogers,1.8796
Buddy Rogers (catcheur),1.8796
バディ・ロジャース,1.8796
Buddy Rogers (worstelaar),1.8796
Buddy Rogers,1.8796
Buddy Rogers,1.8796
巴迪·羅渣士,1.8796
C. W. Bergstrom,1.9304
Cheerleader Melissa,1.7272
Melissa Anderson,1.7272
Melissa Anderson,1.7272
Cheerleader Melissa,1.7272
メリッサ・アンダーソン,1.7272
Melissa Anderson,1.7272
"Андерсон, Мелисса",1.7272
Chessman,1.83
Chessman (catcheur),1.83
チェスマン,1.83
Chessman (wrestler),1.83
Chris Andrews (wrestler),1.8288
Chris Bosh (luchador),1.8034
Chris Bosh (wrestler),1.8034
Daisuke Sasaki,1.68
佐々木大輔 (プロレスラー),1.68
Daisuke Sasaki,1.68
David Young (wrestler),1.8034
デビッド・ヤング (プロレスラー),1.8034
ديك توغو,1.7
Dick Togo,1.7
Shigeki Sato,1.7
ディック東郷,1.7
Droz (wrestler),1.905
Darren Drozdov,1.905
Darren Drozdov,1.905
ダレン・ドロズドフ,1.905
داستي رودز,1.8796
Dusty Rhodes (wrestler),1.8796
Dusty Rhodes,1.8796
Dusty Rhodes,1.8796
Dusty Rhodes,1.8796
Dusty Rhodes,1.8796
ダスティ・ローデス,1.8796
Dusty Rhodes,1.8796
Dusty Rhodes,1.8796
Dusty Rhodes,1.8796
Дасти Роудс,1.8796
德斯提·羅茲,1.8796
Emma (luchadora),1.651
Emma (wrestler),1.651
Emma (catcheuse),1.651
テニール・ダッシュウッド,1.651
Tenille Dashwood,1.651
Emma (lutadora),1.651
Emma (wrestler),1.651
فاندانغو (مصارع),1.9304
Johnny Curtis,1.9304
Fandango (catcheur),1.9304
Fandango (wrestler),1.9304
カーティス・ハッセイ,1.9304
Curtis Hussey,1.9304
Fandango (lutador),1.9304
"Кёртис, Джонни",1.9304
梵旦哥,1.9304
Fandango (wrestler),1.9304
フエゴ (プロレスラー),1.77
Fuego (wrestler),1.77
Gail Kim,1.6256
Gail Kim,1.6256
Gail Kim,1.6256
Gail Kim,1.6256
Gail Kim,1.6256
ゲイル・キム,1.6256
Gail Kim,1.6256
Gail Kim,1.6256
Gail Kim,1.6256
"Ким, Гейл",1.6256
Gorgeous George,1.7526
Gorgeous George,1.7526
ゴージャス・ジョージ,1.7526
George Wagner,1.7526
Graeme Stevely,1.8034
Grado (wrestler),1.8034
Greg Gagne (wrestler),1.8796
Greg Gagne,1.8796
グレッグ・ガニア,1.8796
Greg Gagne,1.8796
Greg Gibson,1.9
Gregory Gibson (lutteur),1.9
Greg Gibson (zapaśnik),1.9
"Гибсон, Грегори",1.9
Greg Gibson (wrestler),1.9
星ハム子,1.5
Hamuko Hoshi,1.5
Harold Sakata,1.778
Harold Sakata,1.778
Harold Sakata,1.778
Harold Sakata,1.778
ハロルド坂田,1.778
Harold Sakata,1.778
Harold Sakata,1.778
Hercules (wrestler),1.8542
Hercules (wrestler),1.8542
Hercules (catch),1.8542
レイ・フェルナンデス,1.8542
Ray Fernandez,1.8542
Hikaru Sato,1.74
佐藤光留,1.74
Hikaru Sato,1.74
Hikaru Shida,1.64
志田光,1.64
志田光,1.64
Hikaru Shida,1.64
Histeria (wrestler),1.7
Ivory (wrestler),1.651
Lisa Moretti,1.651
Ivory (wrestler),1.651
Lisa Moretti,1.651
Lisa Moretti,1.651
Lisa Moretti,1.651
Лиза Моретти,1.651
Jimmy Garvin,1.524
Jimmy Garvin,1.524
ジム・ガービン,1.524
جون هيدينيريتش,1.8288
Jon Heidenreich,1.8288
Jon Heidenreich,1.8288
Jon Heidenreich,1.8288
Jon Heidenreich,1.8288
Jon Heidenreich,1.8288
ジョン・ハイデンライク,1.8288
Jon Heidenreich,1.8288
Jon Heidenreich,1.8288
ジョー・ルダック,1.8542
Jos LeDuc,1.8542
كاوري إيكو,1.66
Kaori Ichō,1.66
Kaori Icho,1.66
Kaori Icho,1.66
Kaori Ichō,1.66
Kaori Ichō,1.66
伊調馨,1.66
Kaori Ichō,1.66
"Итё, Каори",1.66
Kaori Icho,1.66
伊调馨,1.66
米山香織,1.5
Kaori Yoneyama,1.5
Kaz Hayashi,1.73
Kaz Hayashi,1.73
Kaz Hayashi,1.73
カズ・ハヤシ,1.73
Kazuhiko Masada,1.72
MAZADA,1.72
Kazuhiko Masada,1.72
Kazuhiko Masada,1.72
Kensuke Sasaki,1.8
Kensuke Sasaki,1.8
Kensuke Sasaki,1.8
Kensuke Sasaki,1.8
Kensuke Sasaki,1.8
佐々木健介,1.8
佐佐木健介,1.8
Lacey (wrestler),1.6764
Lacey Von Erich,1.778
Lacey Adkisson,1.778
Lacey Von Erich,1.778
Lacey Von Erich,1.778
Lacey Von Erich,1.778
Lacey Von Erich,1.778
Lacey Von Erich,1.778
Lita (wrestler),1.6764
إيمي دوماس,1.6764
Amy Dumas,1.6764
Amy Dumas,1.6764
Amy Dumas,1.6764
Lita (wrestler),1.6764
エーミィ・ダーマス,1.6764
Amy Dumas,1.6764
Lita,1.6764
Amy Dumas,1.6764
"Дюма, Эми",1.6764
Makoto (catcheuse),1.67
真琴,1.67
Makoto (wrestler),1.67
Makoto Oishi,1.7
大石真翔,1.7
Makoto Oishi,1.7
Masada (wrestler),1.8288
Brigham Doane,1.8288
MASADA,1.8288
Brigham Paul Doane,1.8288
Max Boyer,1.7272
Melissa Coates,1.651
Melissa Coates,1.651
Melissa Coates,1.651
مايك روتوندا,1.905
Mike Rotunda,1.905
Lawrence Rotunda,1.905
Mike Rotunda,1.905
マイク・ロトンド,1.905
Mike Rotunda,1.905
Mike Rotunda,1.905
Mike Rotunda,1.905
Mitsuharu Misawa,1.85
Mitsuharu Misawa,1.85
Mitsuharu Misawa,1.85
Mitsuharu Misawa,1.85
Mitsuharu Misawa,1.85
三沢光晴,1.85
Mitsuharu Misawa,1.85
三澤光晴,1.85
中西百重,1.57
Momoe Nakanishi,1.57
Naoki Sano,1.8
Naoki Sano,1.8
佐野巧真,1.8
Nick Gage,1.8034
Nick Gage,1.8034
ニック・ゲージ,1.8034
Nick Gage,1.8034
Nick Mitchell,1.8796
Nick Mitchell,1.8796
Nick Mitchell,1.8796
Nick Mitchell,1.8796
Jessica Kresa,1.6764
ODB (luchadora),1.6764
ODB (wrestler),1.6764
O.D.B. (catcheuse),1.6764
Jessica Kresa,1.6764
Jessica Kresa,1.6764
Jessica Kresa,1.6764
ODB,1.6764
ODB (wrestler),1.6764
Osamu Watanabe,1.6
Osamu Watanabe,1.6
Osamu Watanabe,1.6
Osamu Watanabe,1.6
渡辺長武,1.6
Osamu Watanabe,1.6
"Ватанабэ, Осаму",1.6
Pedro Morales,1.778
Pedro Morales,1.778
Pedro Morales (luchador),1.778
Pedro Morales,1.778
Pedro Morales (catch),1.778
ペドロ・モラレス,1.778
Pedro Morales (worstelaar),1.778
Pedro Morales,1.778
裴卓·莫蕊爾,1.778
Randi Miller,1.5748
ランディ・ミラー,1.5748
Randi Miller,1.5748
Randi Miller,1.5748
Raziel (wrestler),1.73
Ric Byrne,1.8542
Rick Rude,1.905
Rick Rude,1.905
Rick Rude,1.905
Rick Rude,1.905
Rick Rude,1.905
リック・ルード,1.905
Rick Rude,1.905
Rick Rude,1.905
Rick Steiner,1.8034
Rick Steiner,1.8034
Rick Steiner,1.8034
Robert Rechsteiner,1.8034
Rick Steiner,1.8034
リック・スタイナー,1.8034
Rick Steiner,1.8034
Rick Steiner,1.8034
روكي جونسون,1.9304
Rocky Johnson,1.9304
Rocky Johnson,1.9304
Rocky Johnson,1.9304
Rocky Johnson,1.9304
Rocky Johnson,1.9304
ロッキー・ジョンソン,1.9304
Rocky Johnson,1.9304
Rocky Johnson,1.9304
Ron Garvin,1.8288
Ron Garvin,1.8288
Ron Garvin,1.8288
ロニー・ガービン,1.8288
سابو,1.8288
Sabu (wrestler),1.8288
Sabu (Wrestler),1.8288
Sabu (luchador),1.8288
Terry Brunk,1.8288
Sabu (wrestler),1.8288
サブゥー,1.8288
Terry Brunk,1.8288
Terry Brunk,1.8288
Samula Anoaʻi,1.93
サムラ・アノアイ,1.93
Samula Anoa'i,1.93
Santana Garrett,1.524
Santana Garrett,1.524
Santana Garrett,1.524
サンタナ・ギャレット,1.524
Santana Garrett,1.524
ساوري يوشيدا,1.57
Saori Yoshida,1.57
Saori Yoshida,1.57
Saori Yoshida,1.57
Saori Yoshida,1.57
Saori Yoshida,1.57
吉田沙保里,1.57
Saori Yoshida,1.57
"Ёсида, Саори",1.57
Saori Yoshida,1.57
吉田沙保里,1.57
Serena Deeb,1.6256
Serena Deeb,1.6256
Serena Deeb,1.6256
Serena Deeb,1.6256
セリーナ・ディーブ,1.6256
Serena Deeb,1.6256
Serena Deeb,1.6256
"Диб, Серена",1.6256
Slick (wrestling),1.8034
Slick (wrestling),1.8034
スリック,1.8034
ستيف بلاكمان,1.8796
Steve Blackman,1.8796
Steve Blackman,1.8796
Steve Blackman,1.8796
Steve Blackman,1.8796
Steve Blackman,1.8796
スティーブ・ブラックマン,1.8796
Steve Blackman,1.8796
"Блэкмен, Стив",1.8796
Sumie Sakai,1.55
Sumie Sakai,1.55
坂井澄江,1.55
Superstar Billy Graham,1.9304
Billy Graham (Wrestler),1.9304
Billy Graham (luchador),1.9304
Billy Graham (catcheur),1.9304
Superstar Billy Graham,1.9304
スーパースター・ビリー・グラハム,1.9304
Eldridge Wayne Coleman,1.9304
Billy Graham (lutador),1.9304
Билли Грэм (реслер),1.9304
比利·葛蘭姆,1.9304
Takaaki Watanabe,1.78
渡辺高章,1.78
Takaaki Watanabe,1.78
Kira Forster,1.73
Taya Valkyrie,1.73
Teddy Hart,1.8542
Teddy Hart,1.8542
Teddy Hart,1.8542
Teddy Hart,1.8542
テディ・ハート,1.8542
Teddy Hart,1.8542
Tony Schiavone,1.7272
Tyler Mane,2.032
Tyler Mane,2.032
Tyler Mane,2.032
Tyler Mane,2.032
Tyler Mane,2.032
タイラー・メイン,2.032
Tyler Mane,2.032
Tyler Mane,2.032
Tyler Mane,2.032
Uncle Elmer,2.1844
Stan Frazier,2.1844
スタン・フレイジャー,2.1844
Uncle Elmer,2.1844
Vladimir Petrov (wrestler),1.905
Bobby Fish,1.8034
Bobby Fish,1.8034
ボビー・フィッシュ,1.8034
Bobby Fish,1.8034
Desiree Petersen,1.7018
デズリー・ピーターセン,1.7018
Desiree Petersen,1.7018
Valeriu Bularca,1.74
"Буларка, Валериу",1.74
Valeriu Bularca,1.74
"Zack Sabre, Jr.",1.8288
ザック・セイバー・ジュニア,1.8288
Zack Sabre Jr.,1.8288
Colin Delaney,1.7526
Colin Delaney,1.7526
Colin Delaney,1.7526
コリン・デラニー,1.7526
Colin Delaney,1.7526
Colin Delaney,1.7526
Colin Delaney,1.7526
Jaden (wrestler),1.651
アルフォンソ・ダンテス,1.524
Alfonso Dantés,1.524
Bryant Anderson,1.8542
Yoshinori Kimura,1.77
愚乱・浪花,1.77
Gran Naniwa,1.77
ジョージ・ハインズ,1.8542
Jackie Fulton,1.8542
Kōta Ibushi,1.81
Kōta Ibushi,1.81
Kōta Ibushi,1.81
飯伏幸太,1.81
Kota Ibushi,1.81
Kōta Ibushi,1.81
Reza Yazdani,1.72
Reza Yazdani,1.72
レザ・ヤズダニ,1.72
Reza Yazdani,1.72
Reza Jazdani,1.72
"Яздани, Реза",1.72
テイラー・マティーニ,1.524
Taylor Matheny,1.524
Tinieblas (luchador),1.9
ティニエブラス,1.9
Tinieblas,1.9
Togi Makabe,1.81
Togi Makabe,1.81
真壁刀義,1.81
Togi Makabe,1.81
Arsen Dschulfalakjan,1.7
Arsen Dzhulfalakian,1.7
Arsen Julfalakyan,1.7
Arsen Julfalakyan,1.7
Arsen Dzjoelfalakjan,1.7
Arsen Dżulfalakian,1.7
"Джулфалакян, Арсен Левонович",1.7
阿爾森·尤爾法拉克揚,1.7
Arsen Julfalakyan,1.7
Denis Forow,1.75
Denís Fórov,1.75
Denis Forov,1.75
Jake Herbert,1.8288
Jake Herbert,1.8288
Jake Herbert,1.8288
Mnazakan Iskandarjan,1.69
Mnatsakán Iskandarián,1.69
Mynacakan Iskandarian,1.69
"Искандарян, Мнацакан Фрунзевич",1.69
Mnatsakan Iskandaryan,1.69
Petre Dicu,1.83
Petre Dicu,1.83
Petre Dicu,1.83
"Дику, Петре",1.83
Petre Dicu,1.83
Ruslan Bassijew,1.88
Ruslán Básiyev,1.88
"Басиев, Руслан Сосланбекович",1.88
Ruslan Basiev,1.88
Tervel Dlagnev,1.8796
Tervel Dlagnev,1.8796
"Длагнев, Тервел",1.8796
Tervel Dlagnev,1.8796
Victor Dolipschi,1.86
Victor Dolipschi,1.86
Victor Dolipschi,1.86
"Долипски, Виктор",1.86
Victor Dolipschi,1.86
Adeline Gray,1.7272
Adeline Gray,1.7272
Adeline Gray,1.7272
"Грей, Аделайн",1.7272
Adeline Gray,1.7272
Rubén Peucelle,1.7272
Rubén Peucelle,1.7272
BJ (luchador),1.8034
BJ (wrestler),1.8034
Athena (luchadora),1.5748
Adrienne Reese,1.5748
Ember Moon,1.5748
Lina Fanene,1.8288
Nia Jax,1.8288
サブリナ・ファネーネ,1.8288
Nia Jax,1.8288
Nia Jax,1.8288
KC Cassidy,1.7018
Peyton Royce,1.7018
KC Cassidy,1.7018
Peyton Royce,1.7018
Wesley Blake,1.8542
Wesley Blake,1.8542
Wesley Blake,1.8542
コリー・ウェストン,1.8542
Wesley Blake,1.8542
El Elegido,1.81
Ken Wayne (wrestler),1.778
Andrew Everett,1.7526
Andrew Everett,1.7526
BT Gunn,1.8034
Bronson Matthews,2.0066
Dimitrios Savvas,1.7
Izzy Slapawitz,1.8034
Jesse Delgado,1.651
John Katan,1.8542
Ken Kenneth,1.8288
ランス・パーマー,1.6764
Lance Palmer,1.6764
Leif Freij,1.69
Leif Freij,1.69
Lio Rush,1.6764
Lio Rush,1.6764
Mike Moore (wrestler),1.9304
Nathan Cruz,1.8796
Noam Dar,1.7526
Noam Dar,1.7526
Noam Dar,1.7526
Roland Svensson,1.65
Roland Svensson (wrestler),1.65
Sadao Kazama,1.74
Scotty Vortekz,1.7526
The Pink Assassin,1.8288
Adam Cole,1.8034
Adam Cole,1.8034
Adam Cole,1.8034
アダム・コール,1.8034
Adam Cole,1.8034
Adam Cole,1.8034
Atsushi Kotoge,1.77
小峠篤司,1.77
Atsushi Kotoge,1.77
Bob Starr (wrestler),1.8288
Brittney Savage,1.6002
Brittney Savage,1.6002
Count Grog,1.8034
Daichi Hashimoto,1.8
橋本大地 (プロレスラー),1.8
Daichi Hashimoto,1.8
Danny Rose (wrestler),1.8034
Emi Sakura,1.56
さくらえみ,1.56
Emi Sakura,1.56
Emil Sitoci,1.8542
Emil Sitoci,1.8542
Fantasia (wrestler),1.7526
みなみ飛香,1.67
Hikari Minami,1.67
Leva Bates,1.5748
Leva Bates,1.5748
Lucifer (wrestler),1.905
市井舞,1.58
Mai Ichii,1.58
Mark Haskins,1.8034
マーク・ハスキンス,1.8034
Mark Haskins,1.8034
Mark Shrader,1.778
Karlee Pérez,1.6256
Karlee Perez,1.6256
キャーリー・ペレス,1.6256
Karlee Perez,1.6256
Karlee Pérez,1.6256
Maxine (wrestler),1.6256
Megan Plastic,1.651
Misaki Ohata,1.55
大畠美咲,1.55
Misaki Ohata,1.55
松本都,1.58
Miyako Matsumoto,1.58
朝日昇,1.62
Noboru Asahi,1.62
Omid Haji Noroozi,1.74
Omid Norouzi,1.74
Omid Norouzi,1.74
オミド・ノルージ,1.74
Omid Nouruzi,1.74
"Норузи, Омид",1.74
Omid Norouzi,1.74
Rick Link,1.905
仙台幸子 (プロレスラー),1.54
Sendai Sachiko,1.54
Shuri Kondo,1.64
朱里,1.64
Syuri,1.64
The Great Naga,1.8288
山田よう子,1.55
Yoko Yamada,1.55
Yuri Maier,1.81
Yuri Maier,1.81
Yuri Maier,1.81
Dean Malenko,1.778
Dean Malenko,1.778
Dean Malenko,1.778
Dean Malenko,1.778
Dean Malenko,1.778
ディーン・マレンコ,1.778
Dean Malenko,1.778
Dean Malenko,1.778
Dynamite Kid,1.73
Dynamite Kid,1.73
Dynamite Kid,1.73
Dynamite Kid,1.73
ダイナマイト・キッド,1.73
Dynamite Kid,1.73
Dynamite Kid,1.73
جين سنيسكي,2.032
Gene Snitsky,2.032
Gene Snitsky,2.032
Gene Snitsky,2.032
Gene Snitsky,2.032
Gene Snitsky,2.032
ジーン・スニツキー,2.032
Gene Snitsky,2.032
Gene Snitsky,2.032
Jacqueline Moore,1.6002
Jacqueline Moore,1.6002
Jacqueline Moore,1.6002
Jacqueline Moore,1.6002
ジャクリーン・ムーア,1.6002
Jacqueline Moore,1.6002
Jacqueline Moore,1.6002
جيك روبرتس,1.9812
Jake Roberts,1.9812
Jake Roberts,1.9812
Jake Roberts,1.9812
Jake Roberts,1.9812
Jake Roberts,1.9812
ジェイク・ロバーツ,1.9812
Jake Roberts,1.9812
Jake Roberts,1.9812
Джейк Робертс,1.9812
傑克·羅勃茲,1.9812
Jamie Noble,1.7526
Jamie Howard,1.7526
James Gibson,1.7526
Jamie Noble,1.7526
James Howard (catcheur),1.7526
ジェイミー・ハワード,1.7526
Jamie Noble,1.7526
Jamie Noble,1.7526
Jamie Noble,1.7526
Jon Hugger,1.8288
John Hugger,1.8288
Jon Hugger,1.8288
ジョン・ハガー,1.8288
Josh Mathews,1.7526
Josh Mathews,1.7526
Josh Mathews,1.7526
Josh Lomberger,1.7526
ジョシュ・ロンバーガー,1.7526
Josh Mathews,1.7526
Josh Mathews,1.7526
Low Ki,1.7272
Brandon Silvestry,1.7272
Low Ki,1.7272
Low Ki,1.7272
Brandon Silvestry,1.7272
ブランドン・シルベストリー,1.7272
Brandon Silvestry,1.7272
Brandon Silvestry,1.7272
Brandon Silvestry,1.7272
"Сильвестри, Брэндон",1.7272
ماي يونغ,1.6256
Mae Young,1.6256
Mae Young,1.6256
Mae Young,1.6256
Mae Young,1.6256
Mae Young,1.6256
メイ・ヤング,1.6256
Mae Young,1.6256
Mae Young,1.6256
مارك جيندراك,1.9812
Mark Jindrak,1.9812
Marco Corleone,1.9812
Mark Jindrak,1.9812
Mark Jindrak,1.9812
Mark Jindrak,1.9812
マーク・ジンドラック,1.9812
Mark Jindrak,1.9812
Paul London,1.7272
Paul London,1.7272
Paul London,1.7272
Paul London,1.7272
Paul London,1.7272
ポール・ロンドン,1.7272
Paul London,1.7272
Paul London,1.7272
Robert Swenson,1.9304
Jeep Swenson,1.9304
Jeep Swenson,1.9304
"Свенсон, Джип",1.9304
فاروق (مصارع),1.8288
Ron Simmons,1.8288
Ron Simmons,1.8288
Ron Simmons,1.8288
Ron Simmons,1.8288
Ron Simmons,1.8288
ロン・シモンズ,1.8288
Ron Simmons,1.8288
Ron Simmons,1.8288
Ron Simmons,1.8288
"Симмонс, Рон",1.8288
Samoa Joe,1.8796
Samoa Joe,1.8796
Samoa Joe,1.8796
Samoa Joe,1.8796
Samoa Joe,1.8796
サモア・ジョー,1.8796
Samoa Joe,1.8796
Samoa Joe,1.8796
Samoa Joe,1.8796
Самоа Джо,1.8796
Shannon Moore,1.7526
Shannon Moore,1.7526
Shannon Moore,1.7526
Shannon Moore,1.7526
Shannon Moore,1.7526
シャノン・ムーア,1.7526
Shannon Moore,1.7526
Shannon Moore,1.7526
Super Crazy,1.73
Super Crazy,1.73
Francisco Pantoja Islas,1.73
Super Crazy,1.73
スペル・クレイジー,1.73
Super Crazy,1.73
Super Crazy,1.73
Super Crazy,1.73
Marianna Sastin,1.6002
Marianna Sastin,1.6002
Marianna Sastin,1.6002
"Шаштин, Марианна",1.6002
Marianna Sastin,1.6002
Adorable Rubí,1.7
Angélico,1.905
Adam Bridle,1.905
Angélico,1.905
アニバル,1.78
Aníbal,1.78
Bracito de Oro,1.5
Cachorro Mendoza,1.7
Cancerbero,1.8
Corsica Joe,1.905
Corsica Joe,1.905
El Hijo de L.A. Park,1.85
ブラック・スピリット,1.85
El Hijo de L.A. Park,1.85
El Intocable,1.8
Euforia (wrestler),1.86
Giovanni Raicevich,1.72
Giovanni Raicevich,1.72
Gran Cochisse,1.71
ジョン・アンダーセン,1.8288
Jon Andersen,1.8288
Jon Andersen,1.8288
木村健悟,1.86
Kengo Kimura,1.86
ラ・フィエラ,1.76
La Fiera,1.76
