http://dbpedia.org/ontology/WinterSportPlayer,http://dbpedia.org/ontology/weight
Mike Richter,86184.0
Mike Richter,86184.0
Michael Richter,86184.0
Mike Richter,86184.0
"Рихтер, Майк",86184.0
Pasi Nurminen,95256.0
Pasi Nurminen,95256.0
Pasi Nurminen,95256.0
Pasi Nurminen,95256.0
Tommy Salo,81648.0
Tommy Salo,81648.0
Tommy Salo,81648.0
Tommy Salo,81648.0
"Сало, Томми",81648.0
Doug Weight,88905.6
Doug Weight,88905.6
Doug Weight,88905.6
Doug Weight,88905.6
"Уэйт, Дуг",88905.6
Kelly Kisio,83916.0
Kelly Kisio,83916.0
Kelly Kisio,83916.0
Andrew Berenzweig,97524.0
Andrew Berenzweig,97524.0
Andrew Ference,83462.4
Andrew Ference,83462.4
Andrew Ference,83462.4
"Ференс, Эндрю",83462.4
Art Ross,86184.0
Art Ross,86184.0
Art Ross,86184.0
Art Ross,86184.0
Art Ross,86184.0
アート・ロス,86184.0
"Росс, Арт",86184.0
Blair Atcheynum,95256.0
Blair Atcheynum,95256.0
Brad Stuart,97524.0
Brad Stuart,97524.0
Brad Stuart,97524.0
"Стюарт, Брэд",97524.0
Brent Sutter,85276.8
Brent Sutter,85276.8
Brent Sutter,85276.8
Brent Sutter,85276.8
Buzz Schneider,82101.6
Buzz Schneider,82101.6
Buzz Schneider,82101.6
Dana Murzyn,90720.0
Dana Murzyn,90720.0
Dave Taylor (ice hockey),88452.0
Dave Taylor (Eishockeyspieler),88452.0
Dave Taylor (hockey sur glace),88452.0
David Legwand,93895.2
David Legwand,93895.2
David Legwand,93895.2
David Legwand,93895.2
"Легуанд, Дэвид",93895.2
David Výborný,85730.4
David Výborný,85730.4
David Výborný,85730.4
David Výborný,85730.4
"Выборны, Давид",85730.4
Daymond Langkow,83008.8
Daymond Langkow,83008.8
Daymond Langkow,83008.8
Dit Clapper,88452.0
Dit Clapper,88452.0
Dit Clapper,88452.0
ディット・クラッパー,88452.0
Doug Bodger,97524.0
Douglas Bodger,97524.0
Doug Bodger,97524.0
Eddie Johnston,86184.0
Edward Johnston (hockey sur glace),86184.0
Eric Boguniecki,88452.0
Eric Boguniecki,88452.0
Eric Boguniecki,88452.0
Gordie Drillon,84369.6
Gordie Drillon,84369.6
Gordie Drillon,84369.6
Hap Day,79380.0
Hap Day,79380.0
Hap Day,79380.0
Hap Day,79380.0
Ian Laperrière,90720.0
Ian Laperrière,90720.0
Ian Laperrière,90720.0
Ian Laperrière,90720.0
"Лаперьер, Ян",90720.0
Jack O'Callahan,86184.0
Jack O’Callahan,86184.0
Jack O'Callahan,86184.0
ジャック・オカラハン,86184.0
Jean Ratelle,79380.0
Jean Ratelle,79380.0
Jean Ratelle,79380.0
"Ратель, Жан",79380.0
Jeff Daniels (ice hockey),90720.0
Jeff Daniels (hockey sur glace),90720.0
Jimmy Carson,90720.0
Jimmy Carson,90720.0
Jimmy Carson,90720.0
Jimmy Carson,90720.0
Joe Crozier,81648.0
John Ferguson Jr.,90720.0
John Vanbiesbrouck,79380.0
John Vanbiesbrouck,79380.0
John Vanbiesbrouck,79380.0
John Vanbiesbrouck,79380.0
"Ванбисбрук, Джон",79380.0
Krissy Wendell-Pohl,70308.0
Martin Ručinský,92988.0
Martin Ručínský,92988.0
Martin Ručínský,92988.0
Martin Ručinský,92988.0
Martin Ručinský,92988.0
Mike Gartner,86184.0
Mike Gartner,86184.0
Mike Gartner,86184.0
Mike Gartner,86184.0
"Гартнер, Майк",86184.0
"Mike Murphy (ice hockey, born 1950)",81648.0
Mike Murphy (Eishockeystürmer),81648.0
Mike Murphy (hockey sur glace),81648.0
Miroslav Šatan,86637.6
Miroslav Šatan,86637.6
Miroslav Šatan,86637.6
Miroslav Šatan,86637.6
Miroslav Šatan,86637.6
"Шатан, Мирослав",86637.6
Moe Mantha Jr.,95256.0
Moe Mantha Sr.,83916.0
"Moe Mantha, Sr.",83916.0
Nikolay Zherdev,92080.8
Nikolai Olegowitsch Scherdew,92080.8
Nikolaï Jerdev,92080.8
Nikołaj Żerdiew,92080.8
"Жердев, Николай Олегович",92080.8
Olaf Zinke,80000.0
Olaf Zinke,80000.0
Olaf Zinke,80000.0
Olaf Zinke,80000.0
Olaf Zinke,80000.0
"Цинке, Олаф",80000.0
Punch Imlach,73029.6
Punch Imlach,73029.6
Punch Imlach,73029.6
Rob DiMaio,86184.0
Rob DiMaio,86184.0
Roger Crozier,72576.0
Roger Crozier,72576.0
Roger Crozier,72576.0
Ron Tugnutt,74844.0
Ron Tugnutt,74844.0
Ron Tugnutt,74844.0
Scott Gomez,90720.0
Scott Gomez,90720.0
Scott Gomez,90720.0
Scott Gomez,90720.0
Scott Gomez,90720.0
"Гомес, Скотт",90720.0
Sten Stensen,74000.0
Sten Stensen,74000.0
Sten Stensen,74000.0
Sten Stensen,74000.0
Sten Stensen,74000.0
ステン・ステンセン,74000.0
Sten Stensen,74000.0
"Стенсен, Стен",74000.0
Steve Patrick,93441.6
Steve Patrick,93441.6
Steve Sullivan,70761.6
Steve Sullivan,70761.6
Steve Sullivan,70761.6
Steve Sullivan,70761.6
Steve Sullivan,70761.6
"Салливан, Стив",70761.6
Stéphan Lebeau,78019.2
Stéphan Lebeau,78019.2
Terry Crisp,77112.0
Terry Crisp,77112.0
Éric Desjardins,92988.0
Éric Desjardins,92988.0
Éric Desjardins,92988.0
"Дежарден, Эрик",92988.0
Alexei Gennadjewitsch Murygin,68040.0
Aleksiej Murygin,68040.0
"Мурыгин, Алексей Геннадьевич",68040.0
Alexei Murygin,68040.0
André Kouprianoff,65000.0
André Kouprianoff,65000.0
André Kouprianoff,65000.0
"Куприянофф, Андре",65000.0
André Kouprianoff,65000.0
Eugeniusz Lewacki,70308.0
Eugeniusz Lewacki,70308.0
Eugeniusz Lewacki,70308.0
Fredrik Bremberg,91627.2
Fredrik Bremberg,91627.2
Fredrik Bremberg,91627.2
Igor Sergejewitsch Bobkow,87091.2
Igor Bobkov,87091.2
Igor Bobkow,87091.2
"Бобков, Игорь Сергеевич",87091.2
Igor Bobkov,87091.2
James van Riemsdyk,98431.2
James Van Riemsdyk,98431.2
James van Riemsdyk,98431.2
James van Riemsdyk,98431.2
"Ван Римсдайк, Джеймс",98431.2
Jeremias Augustin,89812.8
Masato Domeki,78926.4
百目木政人,78926.4
Masato Domeki,78926.4
Niclas Burström,69854.4
Niclas Burström,69854.4
Oscar Fantenberg,92080.8
"Фантенберг, Оскар",92080.8
Oscar Fantenberg,92080.8
"Житков, Павел Ильич",78019.2
Pavel Zhitkov,78019.2
Petrus Nottet,72000.0
Peter Nottet,72000.0
Peter Nottet,72000.0
Peter Nottet,72000.0
Risto Dufva,87091.2
Risto Dufva,87091.2
Takahito Suzuki,73029.6
Takahito Suzuki,73029.6
鈴木貴人,73029.6
Takahito Suzuki,73029.6
Wassili Wladimirowitsch Koschetschkin,104782.0
Vassili Kochetchkine,104782.0
Vasily Koshechkin,104782.0
Wasilij Koszeczkin,104782.0
"Кошечкин, Василий Владимирович",104782.0
Jewgeni Nikolajewitsch Birjukow,92988.0
Ievgueni Birioukov,92988.0
Jewgienij Biriukow,92988.0
"Бирюков, Евгений Николаевич",92988.0
Yevgeny Biryukov,92988.0
أرتو يافاناينن,85730.4
Arto Javanainen,85730.4
Arto Javanainen,85730.4
Arto Javanainen,85730.4
Jewgeni Alexandrowitsch Orlow,81194.4
"Орлов, Евгений Александрович",81194.4
Evgeny Orlov,81194.4
Florian Ondruschka,84823.2
Florian Ondruschka,84823.2
Florian Ondruschka,84823.2
Franz Reindl,78019.2
Franz Reindl,78019.2
Franz Reindl,78019.2
Gerd Truntschka,74844.0
Gerd Truntschka,74844.0
Gerd Truntschka,74844.0
Kirill Sergejewitsch Tulupow,104328.0
Kirill Touloupov,104328.0
"Тулупов, Кирилл Сергеевич",104328.0
Kirill Tulupov,104328.0
Thomas Greilinger,89812.8
Thomas Greilinger,89812.8
"Грайлингер, Томас",89812.8
Thomas Greilinger,89812.8
Vic Venasky,83916.0
Vic Venasky,83916.0
Maxim Rudolfowitsch Trunjow,78926.4
Maksim Trouniov,78926.4
Maksim Truniow,78926.4
Maxim Trunev,78926.4
"Трунёв, Максим Рудольфович",78926.4
Alexander Sergejewitsch Ossipow,89812.8
Aleksandr Ossipov (hockey sur glace),89812.8
Aleksandr Osipow,89812.8
"Осипов, Александр Сергеевич",89812.8
Aleksandr Osipov,89812.8
Alexander Dück,83008.8
Alexander Dueck,83008.8
Andrei Sergejewitsch Taratuchin,95709.6
Andreï Taratoukhine,95709.6
Andriej Taratuchin,95709.6
"Таратухин, Андрей Сергеевич",95709.6
Andrei Taratukhin,95709.6
Brett Bulmer,96163.2
Brett MacLean,90720.0
Brett MacLean,90720.0
Brett MacLean,90720.0
Clarence Kparghai,83008.8
Clarence Kparghai,83008.8
Clarence Kparghai,83008.8
Clarence Kparghai,83008.8
David Schlemko,88452.0
David Schlemko,88452.0
David Schlemko,88452.0
Denis Alexandrowitsch Mossaljow,78926.4
Dienis Mosalow,78926.4
"Мосалёв, Денис Александрович",78926.4
Denis Mosalev,78926.4
Dmitri Dmitrijewitsch Kugryschew,87544.8
Dmitri Kougrychev,87544.8
Dmitrij Kugryszew,87544.8
"Кугрышев, Дмитрий Дмитриевич",87544.8
Dmitri Kugryshev,87544.8
Frederik Storm,86184.0
"Сторм, Фредерик",86184.0
Frederik Storm,86184.0
Garrett Festerling,78019.2
Garrett Festerling,78019.2
Matt Hackett,78926.4
Maxim Wjatscheslawowitsch Rybin,83916.0
Maksim Rybine,83916.0
Maksim Rybin,83916.0
"Рыбин, Максим Вячеславович",83916.0
Maxim Rybin,83916.0
Oleg Konstantinowitsch Piganowitsch,107050.0
Oleg Piganovitch,107050.0
Oleg Piganovich,107050.0
Oleg Piganowicz,107050.0
"Пиганович, Олег Константинович",107050.0
Simon Yeghyayan,74844.0
Simon Yeghyayan,74844.0
Juri Wiktorowitsch Trubatschow,74844.0
Iouri Troubatchiov,74844.0
Jurij Trubaczow,74844.0
"Трубачёв, Юрий Викторович",74844.0
Yuri Trubachev,74844.0
Olexander Wjuchin,78926.4
Oleksandr Vioukhine,78926.4
Aleksandr Wjuchin,78926.4
"Вьюхин, Александр Евгеньевич",78926.4
Alexander Vyukhin,78926.4
Alexei Wiktorowitsch Ischmametjew,84823.2
"Ишмаметьев, Алексей Викторович",84823.2
Alexei Ishmametyev,84823.2
Alexei Sergejewitsch Iwanow,83916.0
"Иванов, Алексей Сергеевич (хоккеист)",83916.0
"Alexei Ivanov (ice hockey, born 1988)",83916.0
Alexei Gennadjewitsch Pepeljajew,92988.0
Aleksiej Piepielajew,92988.0
"Пепеляев, Алексей Геннадьевич",92988.0
Alexei Pepelyayev,92988.0
Andrei Alexandrowitsch Gawrilow,98884.8
Andriej Gawriłow (hokeista),98884.8
Andrei Gavrilov (ice hockey),98884.8
Boštjan Goličič,87998.4
Boštjan Goličič,87998.4
Bostjan Goličič,87998.4
Cam Fowler,88905.6
Cam Fowler,88905.6
Cam Fowler,88905.6
Cam Fowler,88905.6
"Фаулер, Кэм",88905.6
Cam Fowler,88905.6
Dmitri Wladimirowitsch Altarjow,88905.6
Dmitri Altariov,88905.6
"Алтарёв, Дмитрий Владимирович",88905.6
Dimitri Altaryov,88905.6
Emerson Etem,95256.0
Emerson Etem,95256.0
Emerson Etem,95256.0
Jewgeni Sergejewitsch Schaldybin,92988.0
Ievgueni Chaldybine,92988.0
"Шалдыбин, Евгений Сергеевич",92988.0
Evgeny Shaldybin,92988.0
Filipp Jurjewitsch Metljuk,82101.6
"Метлюк, Филипп Юрьевич",82101.6
Filipp Metlyuk,82101.6
Ilja Wiktorowitsch Maljuschkin,84823.2
"Малюшкин, Илья Викторович",84823.2
Ilya Malyushkin,84823.2
Kevin Lalande,83008.8
Kevin Lalande,83008.8
Kevin Lalande,83008.8
"Лаланд, Кевин",83008.8
Kevin Lalande,83008.8
Konstantin Leonidowitsch Makarow,88905.6
"Макаров, Константин Леонидович",88905.6
Konstantin Makarov (ice hockey),88905.6
Mike Muller,94802.4
Mike Muller,94802.4
Paul Savary,87091.2
Paul Savary,87091.2
Paul Savary,87091.2
Peter Mikuš,83916.0
Peter Mikuš,83916.0
Peter Schlagenhauf,79833.6
Peter Schlagenhauf,79833.6
Peter Schlagenhauf,79833.6
Tomáš Starosta,89812.8
Tomáš Starosta,89812.8
Tomáš Starosta,89812.8
"Староста, Томаш",89812.8
Tomáš Starosta,89812.8
Waleri Alexandrowitsch Pokrowski,92988.0
"Покровский, Валерий Александрович",92988.0
Valeri Pokrovsky,92988.0
Alexei Alexejewitsch Schkotow,73029.6
"Шкотов, Алексей Алексеевич",73029.6
Aleksei Shkotov,73029.6
Alexander Elgisarowitsch Budkin,94802.4
"Будкин, Александр Эльгизарович",94802.4
Alexander Budkin,94802.4
Alexander Sergejewitsch Golowin (Eishockeyspieler),87998.4
"Головин, Александр Сергеевич (хоккеист)",87998.4
Alexander Golovin (ice hockey),87998.4
Alexander Hellström,97070.4
"Хеллстрём, Александр",97070.4
Alexander Hellström,97070.4
Alexander Igorewitsch Kaljanin,89812.8
Aleksandr Kalianine,89812.8
Aleksandr Kalanin,89812.8
"Калянин, Александр Игоревич",89812.8
Alexander Kalyanin,89812.8
Alexander Igorewitsch Komaristy,83008.8
Aleksandr Komaristy,83008.8
Aleksandr Komaristy,83008.8
"Комаристый, Александр Игоревич",83008.8
Alexander Komaristy,83008.8
Alexander Wassiljewitsch Kutscherjawenko,82101.6
Aleksandr Koutcheriavenko,82101.6
Aleksandr Kuczeriawienko,82101.6
"Кучерявенко, Александр Васильевич",82101.6
Alexander Kucheryavenko,82101.6
Alexander Wiktorowitsch Kutusow,92988.0
Aleksandr Koutouzov,92988.0
Aleksandr Kutuzow,92988.0
"Кутузов, Александр Викторович",92988.0
Alexander Kutuzov,92988.0
Alexander Gennadjewitsch Sasonow,87091.2
"Сазонов, Александр Геннадьевич",87091.2
Alexander Sazonov,87091.2
Alexander Jewgenjewitsch Schinin,86184.0
"Шинин, Александр Евгеньевич",86184.0
Alexander Shinin,86184.0
Alexei Alexandrowitsch Kossourow,87998.4
Alexei Kosourov,87998.4
Alexei Wiktorowitsch Tertyschny,79833.6
Alekseï Tertychny,79833.6
"Тертышный, Алексей Викторович",79833.6
Alexei Tertyshny,79833.6
Alexei Borissowitsch Sawaruchin,81648.0
"Заварухин, Алексей Борисович",81648.0
Alexei Zavarukhin,81648.0
Andrei Sergejewitsch Jessipow,89812.8
Andrei Esipov,89812.8
Andrei Makrov,87998.4
Andrei Makrov,87998.4
"Макров, Андрей Владимирович",87998.4
Andrei Makrov,87998.4
Andrei Wladislawowitsch Popow,84823.2
Andreï Popov (hockey sur glace),84823.2
"Попов, Андрей Владиславович",84823.2
Andrei Popov (ice hockey),84823.2
Andrei Nikolajewitsch Sergejew,86184.0
Andreï Sergueïev,86184.0
"Сергеев, Андрей Николаевич",86184.0
Andrei Sergeyev,86184.0
Andrei Wiktorowitsch Schefer,89812.8
Andriej Szefier,89812.8
"Шефер, Андрей Викторович",89812.8
Andrei Shefer,89812.8
Andrei Borissowitsch Troschtschinski,83916.0
Andriej Troszczinski,83916.0
"Трощинский, Андрей Борисович",83916.0
Andrei Troschinsky,83916.0
Andrej Vasiljević,82101.6
Andrej Vasiljević,82101.6
Andrew Kozek,79380.0
Andrew Kozek,79380.0
Andrew Kozek,79380.0
Anton Sergejewitsch Below,97977.6
Anton Belov,97977.6
Anton Biełow,97977.6
"Белов, Антон Сергеевич",97977.6
Anton Belov,97977.6
Anton Nikolajewitsch But,90720.0
Anton Bout,90720.0
Anton But,90720.0
"Бут, Антон Николаевич",90720.0
Anton But,90720.0
Anton Wladimirowitsch Glinkin,72122.4
Anton Glinkine,72122.4
Anton Glinkin,72122.4
"Глинкин, Антон Владимирович",72122.4
Anton Glinkin,72122.4
Anton Sergejewitsch Klementjew,93895.2
Anton Klementiev,93895.2
Anton Klemientjew,93895.2
"Клементьев, Антон Сергеевич",93895.2
Anton Klementyev,93895.2
Anton Wladimirowitsch Malyschew,77112.0
"Малышев, Антон Владимирович",77112.0
Anton Malyshev,77112.0
Anton Rödin,83916.0
Anton Rödin,83916.0
Anton Rödin,83916.0
Armin Hofer,89812.8
Armin Hofer,89812.8
Armin Hofer,89812.8
Ben Gazdic,103874.0
Ben Gazdic,103874.0
Bence Svasznek,92080.8
Bence Svasznek,92080.8
Brad Farynuk,97524.0
Brad Farynuk,97524.0
Brad Farynuk,97524.0
Brandon McMillan,86184.0
Brandon McMillan,86184.0
Brandon McMillan,86184.0
Brandon Sugden,111132.0
"Сагдэн, Брэндон",111132.0
Brandon Sugden,111132.0
Calle Järnkrok,79833.6
Calle Järnkrok,79833.6
Calle Järnkrok,79833.6
Calle Järnkrok,79833.6
Charles Linglet,96163.2
Charles Linglet,96163.2
Charles Linglet,96163.2
Charles Linglet,96163.2
"Лингле, Шарль",96163.2
Charles Linglet,96163.2
Chris Lee (Eishockeyspieler),83916.0
Chris Lee,83916.0
"Ли, Крис",83916.0
Chris Lee (ice hockey),83916.0
Colby Cohen,97524.0
Colby Cohen,97524.0
Colby Cohen,97524.0
Damjan Dervarič,87091.2
Damjan Dervarič,87091.2
"Дерварич, Дамьян",87091.2
Damjan Dervarič,87091.2
Dan Tudin,92080.8
Dan Tudin,92080.8
Daniel Tudin,92080.8
Dan Tudin,92080.8
Daniel Oberkofler,73936.8
Daniel Oberkofler,73936.8
Daniel Oberkofler,73936.8
Daniil Jewgenjewitsch Sobtschenko,92988.0
Daniil Sobtchenko,92988.0
Daniil Sobčenko,92988.0
Daniił Sobczenko,92988.0
"Собченко, Даниил Евгеньевич",92988.0
Daniil Sobchenko,92988.0
Dario Trutmann,83916.0
Dario Trutmann,83916.0
Dario Trutmann,83916.0
Dean Strong,78926.4
Dean Strong,78926.4
Denis Igorewitsch Jeschow,90720.0
Denis Iejov,90720.0
"Ежов, Денис Игоревич",90720.0
Denis Ezhov,90720.0
Denis Pawlowitsch Golubew,87998.4
Denis Goloubev,87998.4
"Голубев, Денис Павлович",87998.4
Denis Golubev,87998.4
Denis Nikolajewitsch Stassjuk,82101.6
Denis Stasyuk,82101.6
Denis Walerjewitsch Sergejew,93895.2
"Сергеев, Денис Валерьевич",93895.2
Dennis Sergeyev,93895.2
Derek Stepan,88905.6
Derek Stepan,88905.6
Derek Stepan,88905.6
Derek Stepan,88905.6
"Степан, Дерек",88905.6
Derek Stepan,88905.6
Dieter Pürschel,89812.8
Dieter Purschel,89812.8
Dinar Ramiljewitsch Chafisullin,83916.0
Dinar Khafizoulline,83916.0
Dinar Chafizullin,83916.0
"Хафизуллин, Динар Рамилевич",83916.0
Dinar Khafizullin,83916.0
Dmitri Alexandrowitsch Megalinski,96163.2
Dmitri Megalinski,96163.2
"Мегалинский, Дмитрий Александрович",96163.2
Dmitri Megalinsky,96163.2
Dmitri Anatoljewitsch Pestunow,96163.2
Dmitri Pestounov,96163.2
Dmitrij Piestunow,96163.2
"Пестунов, Дмитрий Анатольевич",96163.2
Dmitri Pestunov,96163.2
Dmitri Jurjewitsch Sajustow,84823.2
"Саюстов, Дмитрий Юрьевич",84823.2
Dmitri Sayustov,84823.2
Dmitri Konstantinowitsch Sjomin,79833.6
"Сёмин, Дмитрий Константинович",79833.6
Dmitri Semin,79833.6
Dmitri Michailowitsch Schikin,93895.2
Dmitri Chikine,93895.2
"Шикин, Дмитрий Михайлович",93895.2
Dmitry Shikin,93895.2
Dmytro Jakuschyn,89812.8
Dmytro Iakouchyne,89812.8
Dmytro Jakuszyn,89812.8
Dmytro Yakushyn,89812.8
Duane Dennis,84823.2
Duane Dennis,84823.2
Edgars Lūsiņš,83008.8
Edgars Lūsiņš,83008.8
Jegor Walerjewitsch Awerin,79833.6
Iegor Averine,79833.6
Jegor Awierin,79833.6
"Аверин, Егор Валерьевич",79833.6
Egor Averin,79833.6
Jegor Igorewitsch Dugin,86184.0
Jegor Dugin,86184.0
"Дугин, Егор Игоревич",86184.0
Egor Dugin,86184.0
Jegor Wladimirowitsch Milowsorow,81648.0
Jegor Miłowzorow,81648.0
"Миловзоров, Егор Владимирович",81648.0
Egor Milovzorov,81648.0
Eric Regan (Eishockeyspieler),92988.0
Eric Regan,92988.0
Eric Regan,92988.0
Jewgeni Anatoljewitsch Blochin,92080.8
Jewgienij Błochin,92080.8
"Блохин, Евгений Анатольевич",92080.8
Evgeni Blokhin,92080.8
Jewgeni Alexandrowitsch Bussygin,86184.0
Evgeny Busygin,86184.0
Jewgeni Alexejewitsch Katitschew,90720.0
"Катичев, Евгений Алексеевич",90720.0
Evgeny Katichev,90720.0
Jewgeni Alexandrowitsch Korotkow,90720.0
"Коротков, Евгений Александрович",90720.0
Evgeny Korotkov,90720.0
Jewgeni Borissowitsch Lapenkow,84823.2
Jewgienij Łapienkow,84823.2
"Лапенков, Евгений Борисович",84823.2
Evgeny Lapenkov,84823.2
Jewgeni Wiktorowitsch Skatschkow,87998.4
Ievgueni Skatchkov,87998.4
Jewgienij Skaczkow,87998.4
"Скачков, Евгений Викторович",87998.4
Evgeny Skachkov,87998.4
Jewgeni Alexandrowitsch Schdanow,89812.8
Evgeny Zhdanov,89812.8
Gennadi Stanislawowitsch Tschurilow,83916.0
Guennadi Tchourilov,83916.0
Gennadij Čurilov,83916.0
Gennadi Tsjoerilov,83916.0
Giennadij Czuriłow,83916.0
"Чурилов, Геннадий Станиславович",83916.0
Gennady Churilov,83916.0
Jöri Mattli,68040.0
Jöri Mattli,68040.0
Georg Mattli,68040.0
Georgi Walerjewitsch Berdjukow,92080.8
Gueorgui Berdioukov,92080.8
"Бердюков, Георгий Валерьевич",92080.8
Georgy Berdyukov,92080.8
Hannu Pikkarainen,85730.4
Hannu Pikkarainen,85730.4
Hannu Pikkarainen,85730.4
Hans Pienitz,74844.0
Hans Pienitz,74844.0
Henrik Karlsson,97524.0
Henrik Karlsson,97524.0
Henrik Karlsson,97524.0
"Карлссон, Хенрик",97524.0
Henrik Karlsson,97524.0
Ture Håkan Pettersson,83008.8
Håkan Pettersson,83008.8
Håkan Pettersson (ice hockey),83008.8
Igor Michailowitsch Golowkow,92988.0
"Головков, Игорь Михайлович",92988.0
Igor Golovkov,92988.0
Igor Jurjewitsch Ignatuschkin,87091.2
"Игнатушкин, Игорь Юрьевич",87091.2
Igor Ignatushkin,87091.2
Igor Wladimirowitsch Wolkow,89812.8
Igor Volkov,89812.8
Igor Wołkow,89812.8
"Волков, Игорь Владимирович",89812.8
Igor Volkov,89812.8
Ilschat Mintagirowitsch Bilalow,82101.6
"Билалов, Ильшат Минтагирович",82101.6
Ilshat Bilalov,82101.6
Ivan Dornič,91173.6
Ivan Dornič,91173.6
Ivan Dornič,91173.6
Iwan Sergejewitsch Lissutin,97977.6
Iwan Lisutin,97977.6
"Лисутин, Иван Сергеевич",97977.6
Ivan Lisutin,97977.6
James Sixsmith,82101.6
James Sixsmith,82101.6
James Sixsmith,82101.6
Jamie Bourke,84823.2
Jamie Bourke,84823.2
Jeff Corey (Eishockeyspieler),89812.8
Jeff Corey (ice hockey),89812.8
Jesper Duus,89812.8
Jesper Duus,89812.8
Jesper Duus,89812.8
Joakim Nordström,78926.4
Joakim Nordström,78926.4
Joakim Nordström,78926.4
Joakim Nordström,78926.4
Joey Hishon,77112.0
Joey Hishon,77112.0
Joey Hishon,77112.0
John Hecimovic,97070.4
John Hecimovic,97070.4
Jon Coleman,89812.8
Jonathan Coleman,89812.8
Jon Coleman,89812.8
Jonas Enlund,85276.8
Jonas Enlund,85276.8
Jonas Enlund,85276.8
"Энлунд, Йонас",85276.8
Jonas Enlund,85276.8
Jordan Henry,89812.8
"Генри, Джордан",89812.8
Jordan Henry,89812.8
Justin Fletcher,86184.0
Justin Fletcher (ice hockey),86184.0
Justin Keller,82555.2
Justin Keller,82555.2
Justin Keller,82555.2
Ján Laco,86184.0
Ján Laco,86184.0
Ján Laco,86184.0
Ján Laco,86184.0
"Лацо, Ян",86184.0
Ján Laco,86184.0
Ken Ireland,74844.0
Ken Ireland,74844.0
Kevin Lötscher,91173.6
Kevin Lötscher,91173.6
Kevin Lotscher,91173.6
Konstantin Sergejewitsch Alexejew,83008.8
"Алексеев, Константин Сергеевич (хоккеист)",83008.8
Konstantin Alexeyev,83008.8
Konstantin Komarek,84823.2
Konstantin Komarek,84823.2
"Комарек, Константин",84823.2
Konstantin Komarek,84823.2
Kyle Helms,79833.6
Kyle Helms,79833.6
Luka Žagar,89812.8
Luka Žagar,89812.8
"Жагар, Лука",89812.8
Luka Žagar,89812.8
Lukáš Poživil,87998.4
Lukáš Poživil,87998.4
Mac Faulkner,92080.8
Mac Faulkner,92080.8
Marc Cavosie,88905.6
Marc Cavosie,88905.6
Marcel Noebels,95256.0
Marcel Noebels,95256.0
Mario Altmann,97070.4
Mario Altmann,97070.4
"Альтманн, Марио",97070.4
Mario Altmann,97070.4
Mark Bomersback,84823.2
Mark Bomersback,84823.2
"Бомерсбэк, Марк",84823.2
Mark Bomersback,84823.2
Matt Taormina,83916.0
Matt Taormina,83916.0
Matthias Iberer,91173.6
Matthias Iberer,91173.6
Maxim Michailowitsch Beresin,87091.2
Maksim Berezine,87091.2
"Березин, Максим Михайлович",87091.2
Maxim Berezin,87091.2
Maxim Walerjewitsch Tschudinow,84823.2
Maksim Tchoudinov,84823.2
Maksim Czudinow,84823.2
"Чудинов, Максим Валерьевич",84823.2
Maxim Chudinov,84823.2
Maxim Sergejewitsch Jeprew,78926.4
Maxim Eprev,78926.4
Maxim Andrejewitsch Ignatowitsch,87091.2
Maksim Ignatovitch,87091.2
"Игнатович, Максим Андреевич",87091.2
Maxim Ignatovich,87091.2
Maxim Alexejewitsch Kizyn,87998.4
Maksim Kitsyne,87998.4
Maksim Kicyn,87998.4
"Кицын, Максим Алексеевич",87998.4
Maxim Kitsyn,87998.4
Maxim Alexandrowitsch Kriwonoschkin,86184.0
"Кривоножкин, Максим Александрович",86184.0
Maxim Krivonozhkin,86184.0
Maxim Jurjewitsch Solowjow,84823.2
Maksim Soloviov,84823.2
"Соловьёв, Максим Юрьевич",84823.2
Maxim Soloviev,84823.2
Michael Beaton,83008.8
Michael Beaton,83008.8
Michel Turler,78019.2
Michel Turler,78019.2
Michel Turler,78019.2
Michel Turler,78019.2
Mike Radja,81648.0
Mike Radja,81648.0
Mikko Strömberg,83916.0
Mikko Strömberg,83916.0
Mitch Versteeg,89359.2
Mitch Versteeg,89359.2
Morris Trachsler,89812.8
Morris Trachsler,89812.8
"Трахслер, Моррис",89812.8
Morris Trachsler,89812.8
Nathan Lawson,86637.6
Nathan Lawson,86637.6
Nathan Lawson,86637.6
Nikita Kirillowitsch Dwuretschenski,84823.2
Nikita Dvouretchenski,84823.2
"Двуреченский, Никита Кириллович",84823.2
Nikita Dvurechensky,84823.2
Nikita Sergejewitsch Kljukin,87998.4
Nikita Klioukine,87998.4
Nikita Kljukin,87998.4
Nikita Klukin,87998.4
"Клюкин, Никита Сергеевич",87998.4
Nikita Klyukin,87998.4
Nikita Wassiljewitsch Piwzakin,87998.4
Nikita Pivtsakine,87998.4
"Пивцакин, Никита Васильевич",87998.4
Nikita Pivtsakin,87998.4
Nikita Alexandrowitsch Schtschitow,84823.2
"Щитов, Никита Александрович",84823.2
Nikita Shchitov,84823.2
Nikita Sergejewitsch Wyglasow,92988.0
Nikita Wygłazow,92988.0
"Выглазов, Никита Сергеевич",92988.0
Nikita Vyglazov,92988.0
Nikita Igorewitsch Saizew,88905.6
Nikita Zaïtsev,88905.6
Nikita Zajcew,88905.6
"Зайцев, Никита Игоревич",88905.6
Nikita Zaitsev,88905.6
Nikolai Wladimirowitsch Bardin,73936.8
"Бардин, Николай Владимирович",73936.8
